measurement_id,oligo_id,oligo_name,source_id,study_type,species,strain,system_model,is_human_system,indication_population,arm_label,arm_description,arm_role,cns_compartment,delivery_route,dose_value,dose_unit,dose_regimen,exposure_duration,timepoint,endpoint_tier,readout_category,readout_name,readout_term_verbatim,readout_value,readout_unit,readout_is_qualitative,n_affected,n_at_risk,comparator_arm,n_affected_comparator,n_at_risk_comparator,statistic,effect_direction,effect_vs_control,seriousness,assessment_type,organ_system,source_vocabulary,hydroceph_grade,grade_basis,grade_status,ascertainment,ascertainment_basis,attribution_as_stated,attribution_evidence,tox_axis,event_cluster_id,source_ref,source_location,redistribution,notes
HYD-MSR-00532,HYD-OLG-0010,imetelstat,FAERS_openFDA,pharmacovigilance,human,NOT_APPLICABLE,"FDA Adverse Event Reporting System, spontaneous reports",TRUE,NOT_REPORTED,all reports naming this drug,NOT_APPLICABLE,exposed,NOT_APPLICABLE,intravenous,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,B,csf_dynamics,faers_reports_arachnoiditis,ARACHNOIDITIS,0,reports,FALSE,0,176,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,NOT_REPORTED,spontaneous_report,NOT_REPORTED,MedDRA preferred term as stored by FAERS,0,0 = no FAERS report for this drug carries this reaction term. Absence in a spontaneous system is weak evidence; see ascertainment_basis.,provisional,measured_null,"FAERS is a voluntary spontaneous-reporting system with no exposure denominator. n_at_risk is the drug's TOTAL FAERS report count, so n_affected/n_at_risk is a reporting proportion within that drug's own reports and is not an incidence. Absence of a term reflects reporting behaviour as much as clinical absence.",not_discussed,FAERS records no causality assessment. A report associates a drug with an event; it does not attribute one to the other.,csf_composition_disturbance,NOT_APPLICABLE,"openFDA drug/event: search=patient.reaction.reactionmeddrapt.exact:""ARACHNOIDITIS"" count by drug; denominator search=(patient.drug.openfda.generic_name:""imetelstat"" OR patient.drug.medicinalproduct:""RYTELO"")",api.fda.gov/drug/event.json results[] bucket matching this drug name,public_domain,"openFDA API, retrieved 2026-08-28. Payloads committed under sources/raw/faers_*.json."
HYD-MSR-00533,HYD-OLG-0017,nusinersen,FAERS_openFDA,pharmacovigilance,human,NOT_APPLICABLE,"FDA Adverse Event Reporting System, spontaneous reports",TRUE,NOT_REPORTED,all reports naming this drug,NOT_APPLICABLE,exposed,CSF_and_neuraxis,intrathecal_lumbar,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,B,csf_dynamics,faers_reports_cerebrospinal_fluid_leakage,CEREBROSPINAL FLUID LEAKAGE,76,reports,FALSE,76,7655,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,increase,NOT_REPORTED,NOT_REPORTED,spontaneous_report,NOT_REPORTED,MedDRA preferred term as stored by FAERS,2,"Grade assigned from the MedDRA preferred term alone, per the SCHEMA.md rubric, because a FAERS aggregate carries no clinical narrative: hydrocephalus terms -> 3, ventricular imaging and procedure terms -> 1, pressure/composition terms -> 2. This is a weaker basis than a trial or case row and must not be pooled with them without stratifying on study_type.",provisional,measured_positive,"FAERS is a voluntary spontaneous-reporting system with no exposure denominator. n_at_risk is the drug's TOTAL FAERS report count, so n_affected/n_at_risk is a reporting proportion within that drug's own reports and is not an incidence. Absence of a term reflects reporting behaviour as much as clinical absence.",not_discussed,FAERS records no causality assessment. A report associates a drug with an event; it does not attribute one to the other.,delivery_procedure_complication,NOT_APPLICABLE,"openFDA drug/event: search=patient.reaction.reactionmeddrapt.exact:""CEREBROSPINAL FLUID LEAKAGE"" count by drug; denominator search=(patient.drug.openfda.generic_name:""nusinersen"" OR patient.drug.medicinalproduct:""SPINRAZA"")",api.fda.gov/drug/event.json results[] bucket matching this drug name,public_domain,"openFDA API, retrieved 2026-08-28. Payloads committed under sources/raw/faers_*.json."
HYD-MSR-00534,HYD-OLG-0021,tofersen,FAERS_openFDA,pharmacovigilance,human,NOT_APPLICABLE,"FDA Adverse Event Reporting System, spontaneous reports",TRUE,NOT_REPORTED,all reports naming this drug,NOT_APPLICABLE,exposed,CSF_and_neuraxis,intrathecal_lumbar,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,B,csf_dynamics,faers_reports_cerebrospinal_fluid_leakage,CEREBROSPINAL FLUID LEAKAGE,2,reports,FALSE,2,503,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,increase,NOT_REPORTED,NOT_REPORTED,spontaneous_report,NOT_REPORTED,MedDRA preferred term as stored by FAERS,2,"Grade assigned from the MedDRA preferred term alone, per the SCHEMA.md rubric, because a FAERS aggregate carries no clinical narrative: hydrocephalus terms -> 3, ventricular imaging and procedure terms -> 1, pressure/composition terms -> 2. This is a weaker basis than a trial or case row and must not be pooled with them without stratifying on study_type.",provisional,measured_positive,"FAERS is a voluntary spontaneous-reporting system with no exposure denominator. n_at_risk is the drug's TOTAL FAERS report count, so n_affected/n_at_risk is a reporting proportion within that drug's own reports and is not an incidence. Absence of a term reflects reporting behaviour as much as clinical absence.",not_discussed,FAERS records no causality assessment. A report associates a drug with an event; it does not attribute one to the other.,delivery_procedure_complication,NOT_APPLICABLE,"openFDA drug/event: search=patient.reaction.reactionmeddrapt.exact:""CEREBROSPINAL FLUID LEAKAGE"" count by drug; denominator search=(patient.drug.openfda.generic_name:""tofersen"" OR patient.drug.medicinalproduct:""QALSODY"")",api.fda.gov/drug/event.json results[] bucket matching this drug name,public_domain,"openFDA API, retrieved 2026-08-28. Payloads committed under sources/raw/faers_*.json."
HYD-MSR-00535,HYD-OLG-0006,eplontersen,FAERS_openFDA,pharmacovigilance,human,NOT_APPLICABLE,"FDA Adverse Event Reporting System, spontaneous reports",TRUE,NOT_REPORTED,all reports naming this drug,NOT_APPLICABLE,exposed,NOT_APPLICABLE,subcutaneous,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,B,csf_dynamics,faers_reports_cerebrospinal_fluid_leakage,CEREBROSPINAL FLUID LEAKAGE,0,reports,FALSE,0,168,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,NOT_REPORTED,spontaneous_report,NOT_REPORTED,MedDRA preferred term as stored by FAERS,0,0 = no FAERS report for this drug carries this reaction term. Absence in a spontaneous system is weak evidence; see ascertainment_basis.,provisional,measured_null,"FAERS is a voluntary spontaneous-reporting system with no exposure denominator. n_at_risk is the drug's TOTAL FAERS report count, so n_affected/n_at_risk is a reporting proportion within that drug's own reports and is not an incidence. Absence of a term reflects reporting behaviour as much as clinical absence.",not_discussed,FAERS records no causality assessment. A report associates a drug with an event; it does not attribute one to the other.,delivery_procedure_complication,NOT_APPLICABLE,"openFDA drug/event: search=patient.reaction.reactionmeddrapt.exact:""CEREBROSPINAL FLUID LEAKAGE"" count by drug; denominator search=(patient.drug.openfda.generic_name:""eplontersen"" OR patient.drug.medicinalproduct:""WAINUA"")",api.fda.gov/drug/event.json results[] bucket matching this drug name,public_domain,"openFDA API, retrieved 2026-08-28. Payloads committed under sources/raw/faers_*.json."
HYD-MSR-00536,HYD-OLG-0012,inotersen,FAERS_openFDA,pharmacovigilance,human,NOT_APPLICABLE,"FDA Adverse Event Reporting System, spontaneous reports",TRUE,NOT_REPORTED,all reports naming this drug,NOT_APPLICABLE,exposed,NOT_APPLICABLE,subcutaneous,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,B,csf_dynamics,faers_reports_cerebrospinal_fluid_leakage,CEREBROSPINAL FLUID LEAKAGE,0,reports,FALSE,0,1763,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,NOT_REPORTED,spontaneous_report,NOT_REPORTED,MedDRA preferred term as stored by FAERS,0,0 = no FAERS report for this drug carries this reaction term. Absence in a spontaneous system is weak evidence; see ascertainment_basis.,provisional,measured_null,"FAERS is a voluntary spontaneous-reporting system with no exposure denominator. n_at_risk is the drug's TOTAL FAERS report count, so n_affected/n_at_risk is a reporting proportion within that drug's own reports and is not an incidence. Absence of a term reflects reporting behaviour as much as clinical absence.",not_discussed,FAERS records no causality assessment. A report associates a drug with an event; it does not attribute one to the other.,delivery_procedure_complication,NOT_APPLICABLE,"openFDA drug/event: search=patient.reaction.reactionmeddrapt.exact:""CEREBROSPINAL FLUID LEAKAGE"" count by drug; denominator search=(patient.drug.openfda.generic_name:""inotersen"" OR patient.drug.medicinalproduct:""TEGSEDI"")",api.fda.gov/drug/event.json results[] bucket matching this drug name,public_domain,"openFDA API, retrieved 2026-08-28. Payloads committed under sources/raw/faers_*.json."
HYD-MSR-00537,HYD-OLG-0007,eteplirsen,FAERS_openFDA,pharmacovigilance,human,NOT_APPLICABLE,"FDA Adverse Event Reporting System, spontaneous reports",TRUE,NOT_REPORTED,all reports naming this drug,NOT_APPLICABLE,exposed,NOT_APPLICABLE,intravenous,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,B,csf_dynamics,faers_reports_cerebrospinal_fluid_leakage,CEREBROSPINAL FLUID LEAKAGE,0,reports,FALSE,0,2415,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,NOT_REPORTED,spontaneous_report,NOT_REPORTED,MedDRA preferred term as stored by FAERS,0,0 = no FAERS report for this drug carries this reaction term. Absence in a spontaneous system is weak evidence; see ascertainment_basis.,provisional,measured_null,"FAERS is a voluntary spontaneous-reporting system with no exposure denominator. n_at_risk is the drug's TOTAL FAERS report count, so n_affected/n_at_risk is a reporting proportion within that drug's own reports and is not an incidence. Absence of a term reflects reporting behaviour as much as clinical absence.",not_discussed,FAERS records no causality assessment. A report associates a drug with an event; it does not attribute one to the other.,delivery_procedure_complication,NOT_APPLICABLE,"openFDA drug/event: search=patient.reaction.reactionmeddrapt.exact:""CEREBROSPINAL FLUID LEAKAGE"" count by drug; denominator search=(patient.drug.openfda.generic_name:""eteplirsen"" OR patient.drug.medicinalproduct:""EXONDYS 51"" OR patient.drug.medicinalproduct:""EXONDYS"")",api.fda.gov/drug/event.json results[] bucket matching this drug name,public_domain,"openFDA API, retrieved 2026-08-28. Payloads committed under sources/raw/faers_*.json."
HYD-MSR-00538,HYD-OLG-0009,golodirsen,FAERS_openFDA,pharmacovigilance,human,NOT_APPLICABLE,"FDA Adverse Event Reporting System, spontaneous reports",TRUE,NOT_REPORTED,all reports naming this drug,NOT_APPLICABLE,exposed,NOT_APPLICABLE,intravenous,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,B,csf_dynamics,faers_reports_cerebrospinal_fluid_leakage,CEREBROSPINAL FLUID LEAKAGE,0,reports,FALSE,0,446,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,NOT_REPORTED,spontaneous_report,NOT_REPORTED,MedDRA preferred term as stored by FAERS,0,0 = no FAERS report for this drug carries this reaction term. Absence in a spontaneous system is weak evidence; see ascertainment_basis.,provisional,measured_null,"FAERS is a voluntary spontaneous-reporting system with no exposure denominator. n_at_risk is the drug's TOTAL FAERS report count, so n_affected/n_at_risk is a reporting proportion within that drug's own reports and is not an incidence. Absence of a term reflects reporting behaviour as much as clinical absence.",not_discussed,FAERS records no causality assessment. A report associates a drug with an event; it does not attribute one to the other.,delivery_procedure_complication,NOT_APPLICABLE,"openFDA drug/event: search=patient.reaction.reactionmeddrapt.exact:""CEREBROSPINAL FLUID LEAKAGE"" count by drug; denominator search=(patient.drug.openfda.generic_name:""golodirsen"" OR patient.drug.medicinalproduct:""VYONDYS 53"" OR patient.drug.medicinalproduct:""VYONDYS"")",api.fda.gov/drug/event.json results[] bucket matching this drug name,public_domain,"openFDA API, retrieved 2026-08-28. Payloads committed under sources/raw/faers_*.json."
HYD-MSR-00539,HYD-OLG-0023,viltolarsen,FAERS_openFDA,pharmacovigilance,human,NOT_APPLICABLE,"FDA Adverse Event Reporting System, spontaneous reports",TRUE,NOT_REPORTED,all reports naming this drug,NOT_APPLICABLE,exposed,NOT_APPLICABLE,intravenous,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,B,csf_dynamics,faers_reports_cerebrospinal_fluid_leakage,CEREBROSPINAL FLUID LEAKAGE,0,reports,FALSE,0,165,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,NOT_REPORTED,spontaneous_report,NOT_REPORTED,MedDRA preferred term as stored by FAERS,0,0 = no FAERS report for this drug carries this reaction term. Absence in a spontaneous system is weak evidence; see ascertainment_basis.,provisional,measured_null,"FAERS is a voluntary spontaneous-reporting system with no exposure denominator. n_at_risk is the drug's TOTAL FAERS report count, so n_affected/n_at_risk is a reporting proportion within that drug's own reports and is not an incidence. Absence of a term reflects reporting behaviour as much as clinical absence.",not_discussed,FAERS records no causality assessment. A report associates a drug with an event; it does not attribute one to the other.,delivery_procedure_complication,NOT_APPLICABLE,"openFDA drug/event: search=patient.reaction.reactionmeddrapt.exact:""CEREBROSPINAL FLUID LEAKAGE"" count by drug; denominator search=(patient.drug.openfda.generic_name:""viltolarsen"" OR patient.drug.medicinalproduct:""VILTEPSO"")",api.fda.gov/drug/event.json results[] bucket matching this drug name,public_domain,"openFDA API, retrieved 2026-08-28. Payloads committed under sources/raw/faers_*.json."
HYD-MSR-00540,HYD-OLG-0003,casimersen,FAERS_openFDA,pharmacovigilance,human,NOT_APPLICABLE,"FDA Adverse Event Reporting System, spontaneous reports",TRUE,NOT_REPORTED,all reports naming this drug,NOT_APPLICABLE,exposed,NOT_APPLICABLE,intravenous,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,B,csf_dynamics,faers_reports_cerebrospinal_fluid_leakage,CEREBROSPINAL FLUID LEAKAGE,0,reports,FALSE,0,872,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,NOT_REPORTED,spontaneous_report,NOT_REPORTED,MedDRA preferred term as stored by FAERS,0,0 = no FAERS report for this drug carries this reaction term. Absence in a spontaneous system is weak evidence; see ascertainment_basis.,provisional,measured_null,"FAERS is a voluntary spontaneous-reporting system with no exposure denominator. n_at_risk is the drug's TOTAL FAERS report count, so n_affected/n_at_risk is a reporting proportion within that drug's own reports and is not an incidence. Absence of a term reflects reporting behaviour as much as clinical absence.",not_discussed,FAERS records no causality assessment. A report associates a drug with an event; it does not attribute one to the other.,delivery_procedure_complication,NOT_APPLICABLE,"openFDA drug/event: search=patient.reaction.reactionmeddrapt.exact:""CEREBROSPINAL FLUID LEAKAGE"" count by drug; denominator search=(patient.drug.openfda.generic_name:""casimersen"" OR patient.drug.medicinalproduct:""AMONDYS 45"" OR patient.drug.medicinalproduct:""AMONDYS"")",api.fda.gov/drug/event.json results[] bucket matching this drug name,public_domain,"openFDA API, retrieved 2026-08-28. Payloads committed under sources/raw/faers_*.json."
HYD-MSR-00541,HYD-OLG-0018,patisiran,FAERS_openFDA,pharmacovigilance,human,NOT_APPLICABLE,"FDA Adverse Event Reporting System, spontaneous reports",TRUE,NOT_REPORTED,all reports naming this drug,NOT_APPLICABLE,exposed,NOT_APPLICABLE,intravenous,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,B,csf_dynamics,faers_reports_cerebrospinal_fluid_leakage,CEREBROSPINAL FLUID LEAKAGE,0,reports,FALSE,0,2810,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,NOT_REPORTED,spontaneous_report,NOT_REPORTED,MedDRA preferred term as stored by FAERS,0,0 = no FAERS report for this drug carries this reaction term. Absence in a spontaneous system is weak evidence; see ascertainment_basis.,provisional,measured_null,"FAERS is a voluntary spontaneous-reporting system with no exposure denominator. n_at_risk is the drug's TOTAL FAERS report count, so n_affected/n_at_risk is a reporting proportion within that drug's own reports and is not an incidence. Absence of a term reflects reporting behaviour as much as clinical absence.",not_discussed,FAERS records no causality assessment. A report associates a drug with an event; it does not attribute one to the other.,delivery_procedure_complication,NOT_APPLICABLE,"openFDA drug/event: search=patient.reaction.reactionmeddrapt.exact:""CEREBROSPINAL FLUID LEAKAGE"" count by drug; denominator search=(patient.drug.openfda.generic_name:""patisiran"" OR patient.drug.medicinalproduct:""ONPATTRO"")",api.fda.gov/drug/event.json results[] bucket matching this drug name,public_domain,"openFDA API, retrieved 2026-08-28. Payloads committed under sources/raw/faers_*.json."
HYD-MSR-00542,HYD-OLG-0025,vutrisiran,FAERS_openFDA,pharmacovigilance,human,NOT_APPLICABLE,"FDA Adverse Event Reporting System, spontaneous reports",TRUE,NOT_REPORTED,all reports naming this drug,NOT_APPLICABLE,exposed,NOT_APPLICABLE,subcutaneous,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,B,csf_dynamics,faers_reports_cerebrospinal_fluid_leakage,CEREBROSPINAL FLUID LEAKAGE,0,reports,FALSE,0,2536,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,NOT_REPORTED,spontaneous_report,NOT_REPORTED,MedDRA preferred term as stored by FAERS,0,0 = no FAERS report for this drug carries this reaction term. Absence in a spontaneous system is weak evidence; see ascertainment_basis.,provisional,measured_null,"FAERS is a voluntary spontaneous-reporting system with no exposure denominator. n_at_risk is the drug's TOTAL FAERS report count, so n_affected/n_at_risk is a reporting proportion within that drug's own reports and is not an incidence. Absence of a term reflects reporting behaviour as much as clinical absence.",not_discussed,FAERS records no causality assessment. A report associates a drug with an event; it does not attribute one to the other.,delivery_procedure_complication,NOT_APPLICABLE,"openFDA drug/event: search=patient.reaction.reactionmeddrapt.exact:""CEREBROSPINAL FLUID LEAKAGE"" count by drug; denominator search=(patient.drug.openfda.generic_name:""vutrisiran"" OR patient.drug.medicinalproduct:""AMVUTTRA"")",api.fda.gov/drug/event.json results[] bucket matching this drug name,public_domain,"openFDA API, retrieved 2026-08-28. Payloads committed under sources/raw/faers_*.json."
HYD-MSR-00543,HYD-OLG-0008,givosiran,FAERS_openFDA,pharmacovigilance,human,NOT_APPLICABLE,"FDA Adverse Event Reporting System, spontaneous reports",TRUE,NOT_REPORTED,all reports naming this drug,NOT_APPLICABLE,exposed,NOT_APPLICABLE,subcutaneous,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,B,csf_dynamics,faers_reports_cerebrospinal_fluid_leakage,CEREBROSPINAL FLUID LEAKAGE,0,reports,FALSE,0,1462,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,NOT_REPORTED,spontaneous_report,NOT_REPORTED,MedDRA preferred term as stored by FAERS,0,0 = no FAERS report for this drug carries this reaction term. Absence in a spontaneous system is weak evidence; see ascertainment_basis.,provisional,measured_null,"FAERS is a voluntary spontaneous-reporting system with no exposure denominator. n_at_risk is the drug's TOTAL FAERS report count, so n_affected/n_at_risk is a reporting proportion within that drug's own reports and is not an incidence. Absence of a term reflects reporting behaviour as much as clinical absence.",not_discussed,FAERS records no causality assessment. A report associates a drug with an event; it does not attribute one to the other.,delivery_procedure_complication,NOT_APPLICABLE,"openFDA drug/event: search=patient.reaction.reactionmeddrapt.exact:""CEREBROSPINAL FLUID LEAKAGE"" count by drug; denominator search=(patient.drug.openfda.generic_name:""givosiran"" OR patient.drug.medicinalproduct:""GIVLAARI"")",api.fda.gov/drug/event.json results[] bucket matching this drug name,public_domain,"openFDA API, retrieved 2026-08-28. Payloads committed under sources/raw/faers_*.json."
HYD-MSR-00544,HYD-OLG-0013,lumasiran,FAERS_openFDA,pharmacovigilance,human,NOT_APPLICABLE,"FDA Adverse Event Reporting System, spontaneous reports",TRUE,NOT_REPORTED,all reports naming this drug,NOT_APPLICABLE,exposed,NOT_APPLICABLE,subcutaneous,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,B,csf_dynamics,faers_reports_cerebrospinal_fluid_leakage,CEREBROSPINAL FLUID LEAKAGE,0,reports,FALSE,0,364,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,NOT_REPORTED,spontaneous_report,NOT_REPORTED,MedDRA preferred term as stored by FAERS,0,0 = no FAERS report for this drug carries this reaction term. Absence in a spontaneous system is weak evidence; see ascertainment_basis.,provisional,measured_null,"FAERS is a voluntary spontaneous-reporting system with no exposure denominator. n_at_risk is the drug's TOTAL FAERS report count, so n_affected/n_at_risk is a reporting proportion within that drug's own reports and is not an incidence. Absence of a term reflects reporting behaviour as much as clinical absence.",not_discussed,FAERS records no causality assessment. A report associates a drug with an event; it does not attribute one to the other.,delivery_procedure_complication,NOT_APPLICABLE,"openFDA drug/event: search=patient.reaction.reactionmeddrapt.exact:""CEREBROSPINAL FLUID LEAKAGE"" count by drug; denominator search=(patient.drug.openfda.generic_name:""lumasiran"" OR patient.drug.medicinalproduct:""OXLUMO"")",api.fda.gov/drug/event.json results[] bucket matching this drug name,public_domain,"openFDA API, retrieved 2026-08-28. Payloads committed under sources/raw/faers_*.json."
HYD-MSR-00545,HYD-OLG-0015,nedosiran,FAERS_openFDA,pharmacovigilance,human,NOT_APPLICABLE,"FDA Adverse Event Reporting System, spontaneous reports",TRUE,NOT_REPORTED,all reports naming this drug,NOT_APPLICABLE,exposed,NOT_APPLICABLE,subcutaneous,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,B,csf_dynamics,faers_reports_cerebrospinal_fluid_leakage,CEREBROSPINAL FLUID LEAKAGE,0,reports,FALSE,0,12,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,NOT_REPORTED,spontaneous_report,NOT_REPORTED,MedDRA preferred term as stored by FAERS,0,0 = no FAERS report for this drug carries this reaction term. Absence in a spontaneous system is weak evidence; see ascertainment_basis.,provisional,measured_null,"FAERS is a voluntary spontaneous-reporting system with no exposure denominator. n_at_risk is the drug's TOTAL FAERS report count, so n_affected/n_at_risk is a reporting proportion within that drug's own reports and is not an incidence. Absence of a term reflects reporting behaviour as much as clinical absence.",not_discussed,FAERS records no causality assessment. A report associates a drug with an event; it does not attribute one to the other.,delivery_procedure_complication,NOT_APPLICABLE,"openFDA drug/event: search=patient.reaction.reactionmeddrapt.exact:""CEREBROSPINAL FLUID LEAKAGE"" count by drug; denominator search=(patient.drug.openfda.generic_name:""nedosiran"" OR patient.drug.medicinalproduct:""RIVFLOZA"")",api.fda.gov/drug/event.json results[] bucket matching this drug name,public_domain,"openFDA API, retrieved 2026-08-28. Payloads committed under sources/raw/faers_*.json."
HYD-MSR-00546,HYD-OLG-0011,inclisiran,FAERS_openFDA,pharmacovigilance,human,NOT_APPLICABLE,"FDA Adverse Event Reporting System, spontaneous reports",TRUE,NOT_REPORTED,all reports naming this drug,NOT_APPLICABLE,exposed,NOT_APPLICABLE,subcutaneous,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,B,csf_dynamics,faers_reports_cerebrospinal_fluid_leakage,CEREBROSPINAL FLUID LEAKAGE,0,reports,FALSE,0,7295,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,NOT_REPORTED,spontaneous_report,NOT_REPORTED,MedDRA preferred term as stored by FAERS,0,0 = no FAERS report for this drug carries this reaction term. Absence in a spontaneous system is weak evidence; see ascertainment_basis.,provisional,measured_null,"FAERS is a voluntary spontaneous-reporting system with no exposure denominator. n_at_risk is the drug's TOTAL FAERS report count, so n_affected/n_at_risk is a reporting proportion within that drug's own reports and is not an incidence. Absence of a term reflects reporting behaviour as much as clinical absence.",not_discussed,FAERS records no causality assessment. A report associates a drug with an event; it does not attribute one to the other.,delivery_procedure_complication,NOT_APPLICABLE,"openFDA drug/event: search=patient.reaction.reactionmeddrapt.exact:""CEREBROSPINAL FLUID LEAKAGE"" count by drug; denominator search=(patient.drug.openfda.generic_name:""inclisiran"" OR patient.drug.medicinalproduct:""LEQVIO"")",api.fda.gov/drug/event.json results[] bucket matching this drug name,public_domain,"openFDA API, retrieved 2026-08-28. Payloads committed under sources/raw/faers_*.json."
HYD-MSR-00547,HYD-OLG-0024,volanesorsen,FAERS_openFDA,pharmacovigilance,human,NOT_APPLICABLE,"FDA Adverse Event Reporting System, spontaneous reports",TRUE,NOT_REPORTED,all reports naming this drug,NOT_APPLICABLE,exposed,NOT_APPLICABLE,subcutaneous,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,B,csf_dynamics,faers_reports_cerebrospinal_fluid_leakage,CEREBROSPINAL FLUID LEAKAGE,0,reports,FALSE,0,6,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,NOT_REPORTED,spontaneous_report,NOT_REPORTED,MedDRA preferred term as stored by FAERS,0,0 = no FAERS report for this drug carries this reaction term. Absence in a spontaneous system is weak evidence; see ascertainment_basis.,provisional,measured_null,"FAERS is a voluntary spontaneous-reporting system with no exposure denominator. n_at_risk is the drug's TOTAL FAERS report count, so n_affected/n_at_risk is a reporting proportion within that drug's own reports and is not an incidence. Absence of a term reflects reporting behaviour as much as clinical absence.",not_discussed,FAERS records no causality assessment. A report associates a drug with an event; it does not attribute one to the other.,delivery_procedure_complication,NOT_APPLICABLE,"openFDA drug/event: search=patient.reaction.reactionmeddrapt.exact:""CEREBROSPINAL FLUID LEAKAGE"" count by drug; denominator search=(patient.drug.openfda.generic_name:""volanesorsen"" OR patient.drug.medicinalproduct:""WAYLIVRA"")",api.fda.gov/drug/event.json results[] bucket matching this drug name,public_domain,"openFDA API, retrieved 2026-08-28. Payloads committed under sources/raw/faers_*.json."
