measurement_id,oligo_id,study_type,species,system_model,cns_region,delivery_method,dose_or_conc_value,dose_or_conc_unit,exposure_duration,endpoint_domain,challenge_priority,readout_category,readout_name,readout_value,readout_unit,effect_direction,effect_vs_control,neurotox_grade,reversibility,is_cns_specific,source_id,source_ref,source_table,redistribution,notes
CMS1484,CNS014,clinical,human,patient_cohort,NA,intrathecal,0,mg,up to 69wk,clinical_neuro_ae,medium,clinical_neuro_outcome,AE_leading_to_discontinuation,3.8,pct_incidence,decrease,3.8pct_vs_3.8pct_placebo,0,not_assessed,TRUE,CP_CHDI2021_SCHOBEL,"Roche/Genentech medical-affairs slide deck, CHDI 2021, M-XX-00005115 (medically.gene.com)","slide 31, 'Led to study drug discontinuation' row",verify,"[clinical_programs] grade_provisional. Discontinuation for adverse events was NOT meaningfully elevated over placebo in either tominersen arm (placebo) -> grade 0. Contrast with the separate row for AEs leading to dose INTERRUPTION, which was clearly elevated."
CMS1485,CNS014,clinical,human,patient_cohort,NA,intrathecal,120,mg,up to 69wk,clinical_neuro_ae,medium,clinical_neuro_outcome,AE_leading_to_dose_interruption,11.2,pct_incidence,increase,11.2pct_vs_3.5pct_placebo,1,partially_reversible,TRUE,CP_CHDI2021_SCHOBEL,"Roche/Genentech medical-affairs slide deck, CHDI 2021, M-XX-00005115 (medically.gene.com)","slide 31, 'Led to study drug interruption' row",verify,"[clinical_programs] grade_provisional. Dose-dependent tolerability signal: 3.2x placebo on Q8W and 2.2x on Q16W, whereas outright discontinuation was not elevated - i.e. events were manageable by holding doses. 120 mg Q8W arm. ;; VERIFIED[UNVERIFIABLE] Source unreachable. KEEP WITH CAVEAT; redistribution 'verify' is correct. ;; VERIFIED[REFUTED] The source says 'improved', not 'resolved' or 'returned to baseline'. The same paper uses the stronger wording where it applies - patient 2's status dystonicus is described as treated ""with gradual improvement to baseline"" - so the weaker w ;; corrected(reversibility:reversible->partially_reversible)"
CMS1486,CNS014,clinical,human,patient_cohort,NA,intrathecal,120,mg,up to 69wk,clinical_neuro_ae,medium,clinical_neuro_outcome,AE_leading_to_dose_interruption,7.7,pct_incidence,increase,7.7pct_vs_3.5pct_placebo,1,reversible,TRUE,CP_CHDI2021_SCHOBEL,"Roche/Genentech medical-affairs slide deck, CHDI 2021, M-XX-00005115 (medically.gene.com)","slide 31, 'Led to study drug interruption' row",verify,"[clinical_programs] grade_provisional. Dose-dependent tolerability signal: 3.2x placebo on Q8W and 2.2x on Q16W, whereas outright discontinuation was not elevated - i.e. events were manageable by holding doses. 120 mg Q16W arm."
CMS1487,CNS014,clinical,human,patient_cohort,NA,intrathecal,0,mg,up to 69wk,clinical_neuro_ae,medium,clinical_neuro_outcome,AE_leading_to_dose_interruption,3.5,pct_incidence,no_change,3.5pct_vs_3.5pct_placebo,0,not_assessed,TRUE,CP_CHDI2021_SCHOBEL,"Roche/Genentech medical-affairs slide deck, CHDI 2021, M-XX-00005115 (medically.gene.com)","slide 31, 'Led to study drug interruption' row",verify,"[clinical_programs] grade_provisional. Dose-dependent tolerability signal: 3.2x placebo on Q8W and 2.2x on Q16W, whereas outright discontinuation was not elevated - i.e. events were manageable by holding doses. placebo arm. ;; corrected: reversibility -> not_assessed on a grade-0 row; there is no finding to reverse"
CMS1488,CNS014,clinical,human,patient_cohort,NA,intrathecal,120,mg,up to 69wk,clinical_neuro_ae,medium,clinical_neuro_outcome,nervous_system_disorder_SAE,2.7,pct_incidence,increase,2.7pct_vs_1.5pct_placebo,2,not_assessed,TRUE,CP_CHDI2021_SCHOBEL,"Roche/Genentech medical-affairs slide deck, CHDI 2021, M-XX-00005115 (medically.gene.com)","slide 32, AEs and SAEs table, 'Nervous system disorders' SAE column",verify,"[clinical_programs] grade_provisional. 120 mg Q8W arm, n=260. Slide 38 states the Q8W nervous-system SAE excess includes three symptomatic hydrocephalus cases; graded 2 (clinically significant but manageable). The Q16W rate is below placebo -> grade 0."
CMS1489,CNS014,clinical,human,patient_cohort,NA,intrathecal,120,mg,up to 69wk,clinical_neuro_ae,medium,clinical_neuro_outcome,nervous_system_disorder_SAE,1.1,pct_incidence,decrease,1.1pct_vs_1.5pct_placebo,0,not_assessed,TRUE,CP_CHDI2021_SCHOBEL,"Roche/Genentech medical-affairs slide deck, CHDI 2021, M-XX-00005115 (medically.gene.com)","slide 32, AEs and SAEs table, 'Nervous system disorders' SAE column",verify,"[clinical_programs] grade_provisional. 120 mg Q16W arm, n=261. Slide 38 states the Q8W nervous-system SAE excess includes three symptomatic hydrocephalus cases; graded 2 (clinically significant but manageable). The Q16W rate is below placebo -> grade 0."
CMS1490,CNS014,clinical,human,patient_cohort,NA,intrathecal,0,mg,up to 69wk,clinical_neuro_ae,medium,clinical_neuro_outcome,nervous_system_disorder_SAE,1.5,pct_incidence,decrease,1.5pct_vs_1.5pct_placebo,0,not_assessed,TRUE,CP_CHDI2021_SCHOBEL,"Roche/Genentech medical-affairs slide deck, CHDI 2021, M-XX-00005115 (medically.gene.com)","slide 32, AEs and SAEs table, 'Nervous system disorders' SAE column",verify,"[clinical_programs] grade_provisional. placebo arm, n=260. Slide 38 states the Q8W nervous-system SAE excess includes three symptomatic hydrocephalus cases; graded 2 (clinically significant but manageable). The Q16W rate is below placebo -> grade 0."
CMS1491,CNS014,clinical,human,patient_cohort,NA,intrathecal,120,mg,up to 69wk,clinical_neuro_ae,medium,clinical_neuro_outcome,nervous_system_disorder_AE,43.5,pct_incidence,increase,43.5pct_vs_36.2pct_placebo,1,not_assessed,TRUE,CP_CHDI2021_SCHOBEL,"Roche/Genentech medical-affairs slide deck, CHDI 2021, M-XX-00005115 (medically.gene.com)","slide 32, AEs and SAEs table, 'Nervous system disorders' system-organ-class row",verify,"[clinical_programs] grade_provisional. MedDRA system-organ-class incidence, 120 mg Q8W arm, n=260. Modest excess over placebo on both tominersen arms; graded 1 (mild, no persisting deficit specified)."
CMS1492,CNS014,clinical,human,patient_cohort,NA,intrathecal,120,mg,up to 69wk,clinical_neuro_ae,medium,clinical_neuro_outcome,nervous_system_disorder_AE,37.9,pct_incidence,increase,37.9pct_vs_36.2pct_placebo,1,not_assessed,TRUE,CP_CHDI2021_SCHOBEL,"Roche/Genentech medical-affairs slide deck, CHDI 2021, M-XX-00005115 (medically.gene.com)","slide 32, AEs and SAEs table, 'Nervous system disorders' system-organ-class row",verify,"[clinical_programs] grade_provisional. MedDRA system-organ-class incidence, 120 mg Q16W arm, n=261. Modest excess over placebo on both tominersen arms; graded 1 (mild, no persisting deficit specified)."
CMS1493,CNS014,clinical,human,patient_cohort,NA,intrathecal,0,mg,up to 69wk,clinical_neuro_ae,medium,clinical_neuro_outcome,nervous_system_disorder_AE,36.2,pct_incidence,no_change,36.2pct_vs_36.2pct_placebo,0,not_assessed,TRUE,CP_CHDI2021_SCHOBEL,"Roche/Genentech medical-affairs slide deck, CHDI 2021, M-XX-00005115 (medically.gene.com)","slide 32, AEs and SAEs table, 'Nervous system disorders' system-organ-class row",verify,"[clinical_programs] grade_provisional. MedDRA system-organ-class incidence, placebo arm, n=260. Modest excess over placebo on both tominersen arms; graded 1 (mild, no persisting deficit specified)."
CMS1494,CNS014,clinical,human,patient_cohort,NA,intrathecal,120,mg,up to 69wk,clinical_neuro_ae,medium,clinical_neuro_outcome,dizziness,7.7,pct_incidence,increase,7.7pct_vs_5.8pct_placebo,1,not_assessed,TRUE,CP_CHDI2021_SCHOBEL,"Roche/Genentech medical-affairs slide deck, CHDI 2021, M-XX-00005115 (medically.gene.com)","slide 32, preferred term 'Dizziness'",verify,"[clinical_programs] grade_provisional. 120 mg Q8W arm, n=260. Identical rate in both tominersen arms despite a two-fold difference in cumulative dose (mean 1040 mg vs 607 mg), arguing against a dose-related mechanism. ;; duplicate_also_in_lane=clinical_programs"
CMS1495,CNS014,clinical,human,patient_cohort,NA,intrathecal,0,mg,up to 69wk,clinical_neuro_ae,medium,clinical_neuro_outcome,dizziness,5.8,pct_incidence,no_change,5.8pct_vs_5.8pct_placebo,0,not_assessed,TRUE,CP_CHDI2021_SCHOBEL,"Roche/Genentech medical-affairs slide deck, CHDI 2021, M-XX-00005115 (medically.gene.com)","slide 32, preferred term 'Dizziness'",verify,"[clinical_programs] grade_provisional. placebo arm, n=260. Identical rate in both tominersen arms despite a two-fold difference in cumulative dose (mean 1040 mg vs 607 mg), arguing against a dose-related mechanism."
CMS1496,CNS014,clinical,human,patient_cohort,NA,intrathecal,120,mg,up to 69wk,clinical_neuro_ae,medium,clinical_neuro_outcome,headache,19.6,pct_incidence,decrease,19.6pct_vs_21.9pct_placebo,0,not_assessed,TRUE,CP_CHDI2021_SCHOBEL,"Roche/Genentech medical-affairs slide deck, CHDI 2021, M-XX-00005115 (medically.gene.com)","slide 32, preferred term 'Headaches'",verify,"[clinical_programs] grade_provisional. Negative-control row: headache incidence in both tominersen arms is at or BELOW the placebo arm -> grade 0. 120 mg Q8W arm, n=260. All three arms underwent identical lumbar-puncture schedules."
CMS1497,CNS014,clinical,human,patient_cohort,NA,intrathecal,120,mg,up to 69wk,clinical_neuro_ae,medium,clinical_neuro_outcome,headache,20.3,pct_incidence,decrease,20.3pct_vs_21.9pct_placebo,0,not_assessed,TRUE,CP_CHDI2021_SCHOBEL,"Roche/Genentech medical-affairs slide deck, CHDI 2021, M-XX-00005115 (medically.gene.com)","slide 32, preferred term 'Headaches'",verify,"[clinical_programs] grade_provisional. Negative-control row: headache incidence in both tominersen arms is at or BELOW the placebo arm -> grade 0. 120 mg Q16W arm, n=261. All three arms underwent identical lumbar-puncture schedules."
CMS1498,CNS014,clinical,human,patient_cohort,NA,intrathecal,0,mg,up to 69wk,clinical_neuro_ae,medium,clinical_neuro_outcome,headache,21.9,pct_incidence,decrease,21.9pct_vs_21.9pct_placebo,0,not_assessed,TRUE,CP_CHDI2021_SCHOBEL,"Roche/Genentech medical-affairs slide deck, CHDI 2021, M-XX-00005115 (medically.gene.com)","slide 32, preferred term 'Headaches'",verify,"[clinical_programs] grade_provisional. Negative-control row: headache incidence in both tominersen arms is at or BELOW the placebo arm -> grade 0. placebo arm, n=260. All three arms underwent identical lumbar-puncture schedules."
CMS1499,CNS014,clinical,human,patient_cohort,meninges,intrathecal,120,mg,up to 69wk,clinical_neuro_ae,medium,clinical_neuro_outcome,post_lumbar_puncture_syndrome,10.0,pct_incidence,increase,10.0pct_vs_8.1pct_placebo,1,reversible,TRUE,CP_CHDI2021_SCHOBEL,"Roche/Genentech medical-affairs slide deck, CHDI 2021, M-XX-00005115 (medically.gene.com)","slide 32, preferred term 'Post-lumbar puncture syndrome'",verify,"[clinical_programs] grade_provisional. Procedure-related rather than drug-related; all arms received identical LP schedules, so the Q16W rate below placebo is the informative comparison. 120 mg Q8W arm, n=260. ;; VERIFIED[UNVERIFIABLE] Unverifiable. Note also that the readout is an adverse-event incidence (post-lumbar puncture syndrome, 10.0%), the class of locus that never carries resolution information even when it can be read - so even if the deck were obtained, not_as"
CMS1500,CNS014,clinical,human,patient_cohort,meninges,intrathecal,120,mg,up to 69wk,clinical_neuro_ae,medium,clinical_neuro_outcome,post_lumbar_puncture_syndrome,6.9,pct_incidence,decrease,6.9pct_vs_8.1pct_placebo,0,not_assessed,TRUE,CP_CHDI2021_SCHOBEL,"Roche/Genentech medical-affairs slide deck, CHDI 2021, M-XX-00005115 (medically.gene.com)","slide 32, preferred term 'Post-lumbar puncture syndrome'",verify,"[clinical_programs] grade_provisional. Procedure-related rather than drug-related; all arms received identical LP schedules, so the Q16W rate below placebo is the informative comparison. 120 mg Q16W arm, n=261. ;; corrected: reversibility -> not_assessed on a grade-0 row; there is no finding to reverse"
CMS1501,CNS014,clinical,human,patient_cohort,meninges,intrathecal,0,mg,up to 69wk,clinical_neuro_ae,medium,clinical_neuro_outcome,post_lumbar_puncture_syndrome,8.1,pct_incidence,decrease,8.1pct_vs_8.1pct_placebo,0,not_assessed,TRUE,CP_CHDI2021_SCHOBEL,"Roche/Genentech medical-affairs slide deck, CHDI 2021, M-XX-00005115 (medically.gene.com)","slide 32, preferred term 'Post-lumbar puncture syndrome'",verify,"[clinical_programs] grade_provisional. Procedure-related rather than drug-related; all arms received identical LP schedules, so the Q16W rate below placebo is the informative comparison. placebo arm, n=260. ;; corrected: reversibility -> not_assessed on a grade-0 row; there is no finding to reverse"
CMS1502,CNS014,clinical,human,patient_cohort,NA,intrathecal,120,mg,up to 69wk,neurobehavioral,medium,behavioral,suicidal_ideation_CSSRS,no signal,NA,no_change,"post-baseline C-SSRS ideation score 1-3 in 5.8pct (Q8W), 5.9pct (Q16W) and 8.9pct (placebo)",0,not_assessed,TRUE,CP_CHDI2021_SCHOBEL,"Roche/Genentech medical-affairs slide deck, CHDI 2021, M-XX-00005115 (medically.gene.com)","slide 33, 'C-SSRS: suicidal ideation and behaviour summary'",verify,"[clinical_programs] grade_provisional. Negative neuropsychiatric row - the slide states 'No signal on C-SSRS'; ideation rates in both tominersen arms are below placebo. Important in Huntington's disease, where suicidality is a disease feature."
CMS1506,CNS014,clinical,human,patient_cohort,whole_brain,intrathecal,120,mg,69wk,neurodegeneration,high_chronic_neurotox,imaging,whole_brain_volume,no drug-related difference,% change from baseline (BSI),no_change,both tominersen arms vs placebo,0,not_assessed,TRUE,CP_CHDI2021_SCHOBEL,"Roche/Genentech medical-affairs slide deck, CHDI 2021, M-XX-00005115 (medically.gene.com)","slide 34, bullet 'No drug-related difference in whole brain or caudate BSI observed when compared with placebo'",verify,"[clinical_programs] grade_provisional. Negative imaging row for both 120 mg Q8W and Q16W - the essential counterpoint to the ventricular-volume signal, since it argues the ventricular expansion is not simply accelerated brain atrophy. No numeric value printed on the slide."
CMS1507,CNS014,clinical,human,patient_cohort,striatum,intrathecal,120,mg,69wk,neurodegeneration,high_chronic_neurotox,imaging,caudate_volume,no drug-related difference,% change from baseline (BSI),no_change,both tominersen arms vs placebo,0,not_assessed,TRUE,CP_CHDI2021_SCHOBEL,"Roche/Genentech medical-affairs slide deck, CHDI 2021, M-XX-00005115 (medically.gene.com)","slide 34, same bullet",verify,"[clinical_programs] grade_provisional. Negative imaging row (caudate boundary shift integral) for 120 mg Q8W and Q16W. The caudate is the primary site of degeneration in Huntington's disease, so a null drug effect here is informative."
CMS1508,CNS014,clinical,human,patient_cohort,CSF,intrathecal,120,mg,up to 69wk,neuroinflammation,high_chronic_neurotox,clinical_neuro_outcome,CSF_protein_or_WBC_laboratory_AE,6.5,pct_incidence,increase,6.5pct_vs_1.5pct_placebo,1,not_assessed,TRUE,CP_CHDI2021_SCHOBEL,"Roche/Genentech medical-affairs slide deck, CHDI 2021, M-XX-00005115 (medically.gene.com)","slide 36, 'Adverse events' table, 'CSF proteins and WBC laboratory AEs' row",verify,"[clinical_programs] grade_provisional. Laboratory abnormalities that the investigator chose to report as adverse events, 120 mg Q8W arm, n=17 participants. Roughly 4x and 3x placebo respectively for Q8W and Q16W."
CMS1509,CNS014,clinical,human,patient_cohort,CSF,intrathecal,120,mg,up to 69wk,neuroinflammation,high_chronic_neurotox,clinical_neuro_outcome,CSF_protein_or_WBC_laboratory_AE,5.0,pct_incidence,increase,5.0pct_vs_1.5pct_placebo,1,not_assessed,TRUE,CP_CHDI2021_SCHOBEL,"Roche/Genentech medical-affairs slide deck, CHDI 2021, M-XX-00005115 (medically.gene.com)","slide 36, 'Adverse events' table, 'CSF proteins and WBC laboratory AEs' row",verify,"[clinical_programs] grade_provisional. Laboratory abnormalities that the investigator chose to report as adverse events, 120 mg Q16W arm, n=13 participants. Roughly 4x and 3x placebo respectively for Q8W and Q16W."
CMS1510,CNS014,clinical,human,patient_cohort,CSF,intrathecal,0,mg,up to 69wk,neuroinflammation,high_chronic_neurotox,clinical_neuro_outcome,CSF_protein_or_WBC_laboratory_AE,1.5,pct_incidence,no_change,1.5pct_vs_1.5pct_placebo,0,not_assessed,TRUE,CP_CHDI2021_SCHOBEL,"Roche/Genentech medical-affairs slide deck, CHDI 2021, M-XX-00005115 (medically.gene.com)","slide 36, 'Adverse events' table, 'CSF proteins and WBC laboratory AEs' row",verify,"[clinical_programs] grade_provisional. Laboratory abnormalities that the investigator chose to report as adverse events, placebo arm, n=4 participants. Roughly 4x and 3x placebo respectively for Q8W and Q16W."
CMS1511,CNS014,clinical,human,patient_cohort,meninges,intrathecal,120,mg,up to 69wk,neuroinflammation,high_chronic_neurotox,clinical_neuro_outcome,aseptic_meningitis,0.4,pct_incidence,increase,1 of 260 on 120 mg Q8W vs 0 of 261 on Q16W and 0 of 260 on placebo,2,TBD,TRUE,CP_CHDI2021_SCHOBEL,"Roche/Genentech medical-affairs slide deck, CHDI 2021, M-XX-00005115 (medically.gene.com)","slide 36, 'Adverse events' table, 'Meningitis aseptic' row",verify,"[clinical_programs] grade_provisional. GENERATION HD1 120 mg Q8W arm only. Graded 2 per the rubric (clinically significant neurologic adverse event); the outcome/resolution is not stated on the slide, so reversibility=TBD."
CMS1512,CNS014,clinical,human,patient_cohort,meninges,intrathecal,120,mg,up to 69wk,neuroinflammation,high_chronic_neurotox,clinical_neuro_outcome,chemical_meningitis,0.4,pct_incidence,increase,1 of 260 on 120 mg Q8W vs 0 of 261 on Q16W and 0 of 260 on placebo,2,TBD,TRUE,CP_CHDI2021_SCHOBEL,"Roche/Genentech medical-affairs slide deck, CHDI 2021, M-XX-00005115 (medically.gene.com)","slide 36, 'Adverse events' table, 'Meningitis chemical' row",verify,"[clinical_programs] grade_provisional. GENERATION HD1 120 mg Q8W arm only. Slide 38 groups these as 'two patients with an AE of meningitis (chemical and aseptic)', both on Q8W. ;; VERIFIED[UNVERIFIABLE] Source unreachable, and the preferred term does not survive into the final posted results. Most likely an interim-cut coding difference rather than an error, but as filed the row asserts a 'Meningitis chemical' event that the public registr"
CMS1513,CNS014,clinical,human,patient_cohort,CSF,intrathecal,120,mg,up to 69wk,neuroinflammation,high_chronic_neurotox,injury_biomarker,CSF_WBC,27.1,pct_incidence,increase,27.1pct_vs_13.0pct_placebo,1,not_assessed,TRUE,CP_CHDI2021_SCHOBEL,"Roche/Genentech medical-affairs slide deck, CHDI 2021, M-XX-00005115 (medically.gene.com)","slide 36, 'CSF proteins and CSF WBC shift tables: summary', normal (<5/mm3) -> high CSF WBC row",verify,"[clinical_programs] grade_provisional. Mild pleocytosis shift, 120 mg Q8W arm, n=64 participants shifting. Both tominersen arms exceed placebo; graded 1 (mild pleocytosis, no neuronal loss or persisting deficit reported)."
CMS1514,CNS014,clinical,human,patient_cohort,CSF,intrathecal,120,mg,up to 69wk,neuroinflammation,high_chronic_neurotox,injury_biomarker,CSF_WBC,21.9,pct_incidence,increase,21.9pct_vs_13.0pct_placebo,1,not_assessed,TRUE,CP_CHDI2021_SCHOBEL,"Roche/Genentech medical-affairs slide deck, CHDI 2021, M-XX-00005115 (medically.gene.com)","slide 36, 'CSF proteins and CSF WBC shift tables: summary', normal (<5/mm3) -> high CSF WBC row",verify,"[clinical_programs] grade_provisional. Mild pleocytosis shift, 120 mg Q16W arm, n=49 participants shifting. Both tominersen arms exceed placebo; graded 1 (mild pleocytosis, no neuronal loss or persisting deficit reported)."
CMS1515,CNS014,clinical,human,patient_cohort,CSF,intrathecal,0,mg,up to 69wk,neuroinflammation,high_chronic_neurotox,injury_biomarker,CSF_WBC,13.0,pct_incidence,no_change,13.0pct_vs_13.0pct_placebo,0,not_assessed,TRUE,CP_CHDI2021_SCHOBEL,"Roche/Genentech medical-affairs slide deck, CHDI 2021, M-XX-00005115 (medically.gene.com)","slide 36, 'CSF proteins and CSF WBC shift tables: summary', normal (<5/mm3) -> high CSF WBC row",verify,"[clinical_programs] grade_provisional. Mild pleocytosis shift, placebo arm, n=30 participants shifting. Both tominersen arms exceed placebo; graded 1 (mild pleocytosis, no neuronal loss or persisting deficit reported)."
CMS1516,CNS014,clinical,human,patient_cohort,CSF,intrathecal,120,mg,up to 69wk,neuroinflammation,high_chronic_neurotox,injury_biomarker,CSF_total_protein,20.4,pct_incidence,increase,20.4pct_vs_10.5pct_placebo,1,not_assessed,TRUE,CP_CHDI2021_SCHOBEL,"Roche/Genentech medical-affairs slide deck, CHDI 2021, M-XX-00005115 (medically.gene.com)","slide 36, 'CSF proteins and CSF WBC shift tables: summary', normal->high CSF protein row",verify,"[clinical_programs] grade_provisional. Shift from a normal baseline CSF protein (0.15-0.50 g/L) to high, 120 mg Q8W arm, n=45 participants shifting. The Q16W shift rate is BELOW placebo -> grade 0 for that arm; the Q8W rate is roughly double placebo -> grade 1 (isolated mild CSF-protein elevation)."
CMS1517,CNS014,clinical,human,patient_cohort,CSF,intrathecal,120,mg,up to 69wk,neuroinflammation,high_chronic_neurotox,injury_biomarker,CSF_total_protein,7.8,pct_incidence,decrease,7.8pct_vs_10.5pct_placebo,0,not_assessed,TRUE,CP_CHDI2021_SCHOBEL,"Roche/Genentech medical-affairs slide deck, CHDI 2021, M-XX-00005115 (medically.gene.com)","slide 36, 'CSF proteins and CSF WBC shift tables: summary', normal->high CSF protein row",verify,"[clinical_programs] grade_provisional. Shift from a normal baseline CSF protein (0.15-0.50 g/L) to high, 120 mg Q16W arm, n=18 participants shifting. The Q16W shift rate is BELOW placebo -> grade 0 for that arm; the Q8W rate is roughly double placebo -> grade 1 (isolated mild CSF-protein elevation)."
CMS1518,CNS014,clinical,human,patient_cohort,CSF,intrathecal,0,mg,up to 69wk,neuroinflammation,high_chronic_neurotox,injury_biomarker,CSF_total_protein,10.5,pct_incidence,no_change,10.5pct_vs_10.5pct_placebo,0,not_assessed,TRUE,CP_CHDI2021_SCHOBEL,"Roche/Genentech medical-affairs slide deck, CHDI 2021, M-XX-00005115 (medically.gene.com)","slide 36, 'CSF proteins and CSF WBC shift tables: summary', normal->high CSF protein row",verify,"[clinical_programs] grade_provisional. Shift from a normal baseline CSF protein (0.15-0.50 g/L) to high, placebo arm, n=24 participants shifting. The Q16W shift rate is BELOW placebo -> grade 0 for that arm; the Q8W rate is roughly double placebo -> grade 1 (isolated mild CSF-protein elevation)."
CMS1519,CNS014,clinical,human,patient_cohort,NA,intrathecal,120,mg,17mo,clinical_neuro_ae,medium,clinical_neuro_outcome,programme_dosing_stop,"dosing stopped in all arms, March 2021",NA,no_change,iDMC benefit-risk assessment of both tominersen arms vs placebo,0,not_assessed,TRUE,CP_CHDI2021_SCHOBEL,"Roche/Genentech medical-affairs slide deck, CHDI 2021, M-XX-00005115 (medically.gene.com)","slides 15, 38 and 39 ('Overall summary of the preliminary GENERATION HD1 results and actions')",verify,"[clinical_programs] grade_provisional. DELIBERATE GRADE 0, encoding 'no programme-halting neurotoxicity'. GENERATION HD1 dosing was stopped on independent Data Monitoring Committee recommendation because of an UNFAVOURABLE EFFICACY profile - the Q8W arm's clinical outcomes were worse than placebo and the Q16W arm showed no apparent benefit - NOT because of dose-limiting neurotoxicity. Slide 39 states for Q16W: 'The safety profile appears comparable to placebo; however, there was no apparent benefit observable.' This row must not be read as a grade 3. The real, moderate CNS findings (CSF NfL rise, ventricular volume, CSF protein/WBC shifts, two meningitis cases) are carried on separate rows."
CMS1521,CNS013,clinical,human,patient_cohort,CSF,intrathecal,100,mg,148wk,csf_biomarker,medium,functional,SOD1_protein_CSF,-21.0,% change from baseline,decrease,-25% in the placebo/delayed-start group at the same timepoint,0,not_assessed,TRUE,CP_MILLER2026_JAMANEUROL,doi:10.1001/jamaneurol.2025.4946,"Results, 'Cerebrospinal Fluid SOD1 Protein' subsection",summary_stat,"[clinical_programs] grade_provisional. Target engagement in the early-start group; reductions became apparent by about 8 weeks and were sustained at week 148. Efficacy, not toxicity. ;; source_ref_as_cited=PMID:41661214; doi:10.1001/jamaneurol.2025.4946"
CMS1522,CNS013,clinical,human,patient_cohort,systemic,intrathecal,100,mg,148wk,chronic_neurotoxicity,high_chronic_neurotox,injury_biomarker,NfL_plasma,-67.0,% change from baseline,decrease,"maximal reductions about 16 weeks after treatment initiation, sustained to week 148 with no attenuation",0,not_assessed,FALSE,CP_MILLER2026_JAMANEUROL,doi:10.1001/jamaneurol.2025.4946,"Results, 'Plasma NfL' subsection, and Figure 1A",summary_stat,"[clinical_programs] grade_provisional. early-start group. A FALL in NfL after a SOD1-lowering ASO is the intended pharmacology -> grade 0, effect_direction=decrease; this is NOT a toxicity row. is_cns_specific=FALSE because the matrix is plasma. Baseline plasma NfL geometric means were 66.6 pg/mL (early start, n=72) and 56.6 pg/mL (placebo/delayed start, n=36); the early-start group's baseline was about 12% higher. ;; source_ref_as_cited=PMID:41661214; doi:10.1001/jamaneurol.2025.4946"
CMS1523,CNS013,clinical,human,patient_cohort,systemic,intrathecal,100,mg,148wk,chronic_neurotoxicity,high_chronic_neurotox,injury_biomarker,NfL_plasma,-64.0,% change from baseline,decrease,"maximal reductions about 16 weeks after treatment initiation, sustained to week 148 with no attenuation",0,not_assessed,FALSE,CP_MILLER2026_JAMANEUROL,doi:10.1001/jamaneurol.2025.4946,"Results, 'Plasma NfL' subsection, and Figure 1A",summary_stat,"[clinical_programs] grade_provisional. placebo/delayed-start group. A FALL in NfL after a SOD1-lowering ASO is the intended pharmacology -> grade 0, effect_direction=decrease; this is NOT a toxicity row. is_cns_specific=FALSE because the matrix is plasma. Baseline plasma NfL geometric means were 66.6 pg/mL (early start, n=72) and 56.6 pg/mL (placebo/delayed start, n=36); the early-start group's baseline was about 12% higher. ;; source_ref_as_cited=PMID:41661214; doi:10.1001/jamaneurol.2025.4946"
CMS1524,CNS013,clinical,human,patient_cohort,CSF,intrathecal,100,mg,median 181.71wk,neuroinflammation,high_chronic_neurotox,injury_biomarker,CSF_WBC,79.8,pct_incidence,increase,83 of 104 had at least one postbaseline CSF leukocyte count >10 x10^6/L,1,reversible,TRUE,CP_MILLER2026_JAMANEUROL,doi:10.1001/jamaneurol.2025.4946,"Safety section, final paragraph",summary_stat,[clinical_programs] grade_provisional. 93 of 104 (89.4%) had at least one postbaseline value >5 x10^6/L. Final VALOR+OLE cut; closely reproduces the 79.6% figure from the earlier 147-participant interim cut. ;; source_ref_as_cited=PMID:41661214; doi:10.1001/jamaneurol.2025.4946
CMS1525,CNS013,clinical,human,patient_cohort,CSF,intrathecal,100,mg,median 181.71wk,neuroinflammation,high_chronic_neurotox,injury_biomarker,CSF_total_protein,88.2,pct_incidence,increase,60 of 68 participants with a normal or low baseline CSF protein shifted to high,1,reversible,TRUE,CP_MILLER2026_JAMANEUROL,doi:10.1001/jamaneurol.2025.4946,"Safety section, final paragraph",summary_stat,"[clinical_programs] grade_provisional. Based on local laboratory reference ranges. Denominator is the 68 participants with a normal or low baseline value, not all 104. ;; source_ref_as_cited=PMID:41661214; doi:10.1001/jamaneurol.2025.4946"
