source_id,source_key,citation,first_author,year,journal,doi,pmid,pmcid,nct_id,url,access,license,redistribution,evidence_tier,retrieved_via,retrieved_date,n_oligos,n_measurements,notes
NCT03905694,NCT03905694,"ClinicalTrials.gov study record NCT03905694, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT03905694,https://clinicaltrials.gov/study/NCT03905694,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT03905694",2026-09-03,1,1,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT03913130,NCT03913130,"ClinicalTrials.gov study record NCT03913130, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT03913130,https://clinicaltrials.gov/study/NCT03913130,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT03913130",2026-09-03,1,1,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT03954106,NCT03954106,"ClinicalTrials.gov study record NCT03954106, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT03954106,https://clinicaltrials.gov/study/NCT03954106,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT03954106",2026-09-03,1,2,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT03985878,NCT03985878,"ClinicalTrials.gov study record NCT03985878, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT03985878,https://clinicaltrials.gov/study/NCT03985878,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT03985878",2026-09-03,1,1,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT03997383,NCT03997383,"ClinicalTrials.gov study record NCT03997383, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT03997383,https://clinicaltrials.gov/study/NCT03997383,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT03997383",2026-09-03,1,4,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT04000594,NCT04000594,"ClinicalTrials.gov study record NCT04000594, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT04000594,https://clinicaltrials.gov/study/NCT04000594,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT04000594",2026-09-03,1,6,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT04030598,NCT04030598,"ClinicalTrials.gov study record NCT04030598, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT04030598,https://clinicaltrials.gov/study/NCT04030598,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT04030598",2026-09-03,1,3,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT04060199,NCT04060199,"ClinicalTrials.gov study record NCT04060199, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT04060199,https://clinicaltrials.gov/study/NCT04060199,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT04060199",2026-09-03,1,2,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT04089566,NCT04089566,"ClinicalTrials.gov study record NCT04089566, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT04089566,https://clinicaltrials.gov/study/NCT04089566,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT04089566",2026-09-03,1,12,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT04136184,NCT04136184,"ClinicalTrials.gov study record NCT04136184, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT04136184,https://clinicaltrials.gov/study/NCT04136184,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT04136184",2026-09-03,1,3,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT04152200,NCT04152200,"ClinicalTrials.gov study record NCT04152200, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT04152200,https://clinicaltrials.gov/study/NCT04152200,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT04152200",2026-09-03,1,2,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT04153149,NCT04153149,"ClinicalTrials.gov study record NCT04153149, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT04153149,https://clinicaltrials.gov/study/NCT04153149,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT04153149",2026-09-03,1,6,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT04179409,NCT04179409,"ClinicalTrials.gov study record NCT04179409, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT04179409,https://clinicaltrials.gov/study/NCT04179409,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT04179409",2026-09-03,1,2,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT04306510,NCT04306510,"ClinicalTrials.gov study record NCT04306510, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT04306510,https://clinicaltrials.gov/study/NCT04306510,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT04306510",2026-09-03,1,1,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT04307381,NCT04307381,"ClinicalTrials.gov study record NCT04307381, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT04307381,https://clinicaltrials.gov/study/NCT04307381,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT04307381",2026-09-03,1,7,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT04494256,NCT04494256,"ClinicalTrials.gov study record NCT04494256, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT04494256,https://clinicaltrials.gov/study/NCT04494256,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT04494256",2026-09-03,1,14,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT04530604,NCT04530604,"ClinicalTrials.gov study record NCT04530604, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT04530604,https://clinicaltrials.gov/study/NCT04530604,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT04530604",2026-09-03,1,1,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT04568434,NCT04568434,"ClinicalTrials.gov study record NCT04568434, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT04568434,https://clinicaltrials.gov/study/NCT04568434,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT04568434",2026-09-03,1,3,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT04617847,NCT04617847,"ClinicalTrials.gov study record NCT04617847, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT04617847,https://clinicaltrials.gov/study/NCT04617847,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT04617847",2026-09-03,1,3,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT04617860,NCT04617860,"ClinicalTrials.gov study record NCT04617860, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT04617860,https://clinicaltrials.gov/study/NCT04617860,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT04617860",2026-09-03,1,12,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT04652726,NCT04652726,"ClinicalTrials.gov study record NCT04652726, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT04652726,https://clinicaltrials.gov/study/NCT04652726,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT04652726",2026-09-03,1,3,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT04659863,NCT04659863,"ClinicalTrials.gov study record NCT04659863, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT04659863,https://clinicaltrials.gov/study/NCT04659863,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT04659863",2026-09-03,1,3,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT04666298,NCT04666298,"ClinicalTrials.gov study record NCT04666298, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT04666298,https://clinicaltrials.gov/study/NCT04666298,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT04666298",2026-09-03,1,4,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT04807400,NCT04807400,"ClinicalTrials.gov study record NCT04807400, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT04807400,https://clinicaltrials.gov/study/NCT04807400,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT04807400",2026-09-03,1,4,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT04873934,NCT04873934,"ClinicalTrials.gov study record NCT04873934, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT04873934,https://clinicaltrials.gov/study/NCT04873934,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT04873934",2026-09-03,1,2,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT04929249,NCT04929249,"ClinicalTrials.gov study record NCT04929249, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT04929249,https://clinicaltrials.gov/study/NCT04929249,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT04929249",2026-09-03,1,2,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT04956289,NCT04956289,"ClinicalTrials.gov study record NCT04956289, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT04956289,https://clinicaltrials.gov/study/NCT04956289,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT04956289",2026-09-03,1,1,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT05001269,NCT05001269,"ClinicalTrials.gov study record NCT05001269, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT05001269,https://clinicaltrials.gov/study/NCT05001269,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT05001269",2026-09-03,1,4,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT05032196,NCT05032196,"ClinicalTrials.gov study record NCT05032196, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT05032196,https://clinicaltrials.gov/study/NCT05032196,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT05032196",2026-09-03,1,18,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT05085964,NCT05085964,"ClinicalTrials.gov study record NCT05085964, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT05085964,https://clinicaltrials.gov/study/NCT05085964,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT05085964",2026-09-03,1,1,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT05139810,NCT05139810,"ClinicalTrials.gov study record NCT05139810, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT05139810,https://clinicaltrials.gov/study/NCT05139810,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT05139810",2026-09-03,1,3,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT05158296,NCT05158296,"ClinicalTrials.gov study record NCT05158296, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT05158296,https://clinicaltrials.gov/study/NCT05158296,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT05158296",2026-09-03,1,3,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT05161936,NCT05161936,"ClinicalTrials.gov study record NCT05161936, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT05161936,https://clinicaltrials.gov/study/NCT05161936,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT05161936",2026-09-03,1,2,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT05176717,NCT05176717,"ClinicalTrials.gov study record NCT05176717, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT05176717,https://clinicaltrials.gov/study/NCT05176717,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT05176717",2026-09-03,1,3,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT05192941,NCT05192941,"ClinicalTrials.gov study record NCT05192941, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT05192941,https://clinicaltrials.gov/study/NCT05192941,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT05192941",2026-09-03,1,3,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT05330455,NCT05330455,"ClinicalTrials.gov study record NCT05330455, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT05330455,https://clinicaltrials.gov/study/NCT05330455,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT05330455",2026-09-03,1,17,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT05355402,NCT05355402,"ClinicalTrials.gov study record NCT05355402, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT05355402,https://clinicaltrials.gov/study/NCT05355402,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT05355402",2026-09-03,1,3,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT05583552,NCT05583552,"ClinicalTrials.gov study record NCT05583552, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT05583552,https://clinicaltrials.gov/study/NCT05583552,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT05583552",2026-09-03,1,2,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT05635045,NCT05635045,"ClinicalTrials.gov study record NCT05635045, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT05635045,https://clinicaltrials.gov/study/NCT05635045,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT05635045",2026-09-03,1,4,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT05686551,NCT05686551,"ClinicalTrials.gov study record NCT05686551, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT05686551,https://clinicaltrials.gov/study/NCT05686551,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT05686551",2026-09-03,1,1,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT05763875,NCT05763875,"ClinicalTrials.gov study record NCT05763875, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT05763875,https://clinicaltrials.gov/study/NCT05763875,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT05763875",2026-09-03,1,4,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT05814666,NCT05814666,"ClinicalTrials.gov study record NCT05814666, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT05814666,https://clinicaltrials.gov/study/NCT05814666,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT05814666",2026-09-03,1,2,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT05888103,NCT05888103,"ClinicalTrials.gov study record NCT05888103, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT05888103,https://clinicaltrials.gov/study/NCT05888103,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT05888103",2026-09-03,1,4,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT06058390,NCT06058390,"ClinicalTrials.gov study record NCT06058390, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT06058390,https://clinicaltrials.gov/study/NCT06058390,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT06058390",2026-09-03,1,4,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT06422767,NCT06422767,"ClinicalTrials.gov study record NCT06422767, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT06422767,https://clinicaltrials.gov/study/NCT06422767,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT06422767",2026-09-03,1,4,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
Nakayama_2026_NatMed_KCNT1,Nakayama_2026_NatMed_KCNT1,Nakayama_2026_NatMed_KCNT1,NOT_REPORTED,NOT_REPORTED,NOT_APPLICABLE,,,,,,NOT_REPORTED,NOT_REPORTED,verify,NOT_REPORTED,NOT_REPORTED,2026-09-03,1,10,
Stoker_2021_MovDisord,Stoker_2021_MovDisord,"Stoker TB, Andresen KER, Barker RA. Hydrocephalus Complicating Intrathecal Antisense Oligonucleotide Therapy for Huntington's Disease. Mov Disord. 2021;36(1):263-264.",Stoker TB,2021,Movement Disorders,10.1002/mds.28359,33125799,PMC7894279,,https://pmc.ncbi.nlm.nih.gov/articles/PMC7894279/,open_access,CC BY 4.0,cc_by,case_report,Europe PMC REST fullTextXML endpoint,2026-09-03,1,5,"The index case for this endpoint: communicating hydrocephalus after intrathecal tominersen, attributed by the authors to a drug-induced sterile meningitis, resolved by ventriculoperitoneal shunting."
Tofersen_seriousAE_2025_MuscleNerve,Tofersen_seriousAE_2025_MuscleNerve,Serious Neurologic Adverse Events in Tofersen Clinical Trials for Amyotrophic Lateral Sclerosis. Muscle Nerve. 2025.,NOT_REPORTED,2025,Muscle & Nerve,10.1002/mus.28372,40017137,PMC12060635,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12060635/,open_access,CC BY-NC-ND,summary_stat_only,primary_fulltext,Europe PMC REST fullTextXML endpoint,2026-09-03,1,3,ND licence term: only abstract-level summary statistics are carried; no underlying table is reproduced.
Viscidi_2021_OJRD,Viscidi_2021_OJRD,"Viscidi E, Wang N, Juneja M, et al. The incidence of hydrocephalus among patients with and without spinal muscular atrophy (SMA): Results from a US electronic health records study. Orphanet J Rare Dis. 2021;16:207.",Viscidi E,2021,Orphanet Journal of Rare Diseases,10.1186/s13023-021-01822-4,33962637,PMC8105953,,https://pmc.ncbi.nlm.nih.gov/articles/PMC8105953/,open_access,CC BY 4.0,cc_by,epidemiology,Europe PMC REST fullTextXML endpoint,2026-09-03,0,3,"THE CONFOUNDER CONTROL. Disease background rate of hydrocephalus in SMA over a study window that ends at nusinersen approval, so it is uncontaminated by the drug."
WHO_INN_List_74,WHO_INN_List_74,"WHO Drug Information, Recommended International Nonproprietary Names (INN) List 74",NOT_APPLICABLE,NOT_REPORTED,WHO Drug Information,,,,,https://cdn.who.int/media/docs/default-source/international-nonproprietary-names-(inn)/rl74.pdf,open_access,WHO publication; reuse terms not established in this session,verify,regulatory_primary,"cdn.who.int Recommended INN list PDF, parsed by scripts/parse_inn_sequences.py",2026-09-03,0,0,Supplies sequence and per-position chemistry by deterministic parse of the INN chemical name. No measurement row derives from this source.
WHO_INN_List_75,WHO_INN_List_75,"WHO Drug Information, Recommended International Nonproprietary Names (INN) List 75",NOT_APPLICABLE,NOT_REPORTED,WHO Drug Information,,,,,https://cdn.who.int/media/docs/default-source/international-nonproprietary-names-(inn)/rl75.pdf,open_access,WHO publication; reuse terms not established in this session,verify,regulatory_primary,"cdn.who.int Recommended INN list PDF, parsed by scripts/parse_inn_sequences.py",2026-09-03,0,0,Supplies sequence and per-position chemistry by deterministic parse of the INN chemical name. No measurement row derives from this source.
WHO_INN_List_77,WHO_INN_List_77,"WHO Drug Information, Recommended International Nonproprietary Names (INN) List 77",NOT_APPLICABLE,NOT_REPORTED,WHO Drug Information,,,,,https://cdn.who.int/media/docs/default-source/international-nonproprietary-names-(inn)/rl77.pdf,open_access,WHO publication; reuse terms not established in this session,verify,regulatory_primary,"cdn.who.int Recommended INN list PDF, parsed by scripts/parse_inn_sequences.py",2026-09-03,0,0,Supplies sequence and per-position chemistry by deterministic parse of the INN chemical name. No measurement row derives from this source.
WHO_INN_List_81,WHO_INN_List_81,"WHO Drug Information, Recommended International Nonproprietary Names (INN) List 81",NOT_APPLICABLE,NOT_REPORTED,WHO Drug Information,,,,,https://cdn.who.int/media/docs/default-source/international-nonproprietary-names-(inn)/rl81.pdf,open_access,WHO publication; reuse terms not established in this session,verify,regulatory_primary,"cdn.who.int Recommended INN list PDF, parsed by scripts/parse_inn_sequences.py",2026-09-03,0,0,Supplies sequence and per-position chemistry by deterministic parse of the INN chemical name. No measurement row derives from this source.
WHO_INN_List_83,WHO_INN_List_83,"WHO Drug Information, Recommended International Nonproprietary Names (INN) List 83",NOT_APPLICABLE,NOT_REPORTED,WHO Drug Information,,,,,https://cdn.who.int/media/docs/default-source/international-nonproprietary-names-(inn)/rl83.pdf,open_access,WHO publication; reuse terms not established in this session,verify,regulatory_primary,"cdn.who.int Recommended INN list PDF, parsed by scripts/parse_inn_sequences.py",2026-09-03,0,0,Supplies sequence and per-position chemistry by deterministic parse of the INN chemical name. No measurement row derives from this source.
WHO_INN_List_85,WHO_INN_List_85,"WHO Drug Information, Recommended International Nonproprietary Names (INN) List 85",NOT_APPLICABLE,NOT_REPORTED,WHO Drug Information,,,,,https://cdn.who.int/media/docs/default-source/international-nonproprietary-names-(inn)/rl85.pdf,open_access,WHO publication; reuse terms not established in this session,verify,regulatory_primary,"cdn.who.int Recommended INN list PDF, parsed by scripts/parse_inn_sequences.py",2026-09-03,0,0,Supplies sequence and per-position chemistry by deterministic parse of the INN chemical name. No measurement row derives from this source.
