measurement_id,oligo_id,study_type,species,system_model,tissue,delivery_method,dose_or_conc_value,dose_or_conc_unit,exposure_duration,readout_category,readout_name,readout_value,readout_unit,effect_direction,effect_vs_control,nephrotox_grade,is_kidney_specific,source_id,source_ref,source_table,redistribution,notes
MSR351,OLG046,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,104.0,pct_of_saline,increase,+4%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 10,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 104.0 % of control -> grade 0; condition: PTEC-TERT1 (3 ng/ml EGF in medium)"
MSR352,OLG046,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,92.0,pct_of_saline,decrease,-8%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 10,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 92.0 % of control -> grade 0; condition: PTEC-TERT1 (10 ng/ml EGF in medium)"
MSR353,OLG046,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,86.0,pct_of_saline,decrease,-14%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 10,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 86.0 % of control -> grade 0; condition: PTEC-TERT1 (30 ng/ml EGF in medium)"
MSR354,OLG046,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,78.0,pct_of_saline,decrease,-22%,1,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 10,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 78.0 % of control -> grade 1; condition: PTEC-TERT1 (90 ng/ml EGF in medium)"
MSR355,OLG047,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,101.0,pct_of_saline,increase,+1%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 10,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 101.0 % of control -> grade 0; condition: PTEC-TERT1 (0 ng/ml EGF in medium)"
MSR356,OLG047,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,106.0,pct_of_saline,increase,+6%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 10,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 106.0 % of control -> grade 0; condition: PTEC-TERT1 (1 ng/ml EGF in medium)"
MSR357,OLG047,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,101.0,pct_of_saline,increase,+1%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 10,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 101.0 % of control -> grade 0; condition: PTEC-TERT1 (3 ng/ml EGF in medium)"
MSR358,OLG047,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,63.0,pct_of_saline,decrease,-37%,2,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 10,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 63.0 % of control -> grade 2; condition: PTEC-TERT1 (10 ng/ml EGF in medium)"
MSR359,OLG047,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,59.0,pct_of_saline,decrease,-41%,2,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 10,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 59.0 % of control -> grade 2; condition: PTEC-TERT1 (30 ng/ml EGF in medium)"
MSR360,OLG047,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,56.0,pct_of_saline,decrease,-44%,2,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 10,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 56.0 % of control -> grade 2; condition: PTEC-TERT1 (90 ng/ml EGF in medium)"
MSR361,OLG048,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,88.0,pct_of_saline,decrease,-12%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 10,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 88.0 % of control -> grade 0; condition: PTEC-TERT1 (0 ng/ml EGF in medium)"
MSR362,OLG048,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,95.0,pct_of_saline,decrease,-5%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 10,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 95.0 % of control -> grade 0; condition: PTEC-TERT1 (1 ng/ml EGF in medium)"
MSR363,OLG048,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,62.0,pct_of_saline,decrease,-38%,2,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 10,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 62.0 % of control -> grade 2; condition: PTEC-TERT1 (3 ng/ml EGF in medium)"
MSR364,OLG048,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,29.0,pct_of_saline,decrease,-71%,3,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 10,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 29.0 % of control -> grade 3; condition: PTEC-TERT1 (10 ng/ml EGF in medium)"
MSR365,OLG048,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,30.0,pct_of_saline,decrease,-70%,3,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 10,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 30.0 % of control -> grade 3; condition: PTEC-TERT1 (30 ng/ml EGF in medium)"
MSR366,OLG048,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,30.0,pct_of_saline,decrease,-70%,3,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 10,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 30.0 % of control -> grade 3; condition: PTEC-TERT1 (90 ng/ml EGF in medium)"
MSR367,OLG045,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,108.61,pct_of_saline,increase,+9%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 12,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 108.61 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: PTEC-TERT1, gymnosis, 10 ng/ml EGF, no erlotinib"
MSR368,OLG045,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,95.54,pct_of_saline,decrease,-4%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 12,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 95.54 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: PTEC-TERT1, gymnosis, 10 ng/ml EGF, 5 uM erlotinib"
MSR369,OLG046,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,107.67,pct_of_saline,increase,+8%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 12,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 107.67 % of control -> grade 0; patent's own in-vivo grade for this compound: low; condition: PTEC-TERT1, gymnosis, 10 ng/ml EGF, no erlotinib"
MSR370,OLG046,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,84.31,pct_of_saline,decrease,-16%,1,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 12,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 84.31 % of control -> grade 1; patent's own in-vivo grade for this compound: low; condition: PTEC-TERT1, gymnosis, 10 ng/ml EGF, 5 uM erlotinib"
MSR371,OLG050,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,102.45,pct_of_saline,increase,+2%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 12,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 102.45 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: PTEC-TERT1, gymnosis, 10 ng/ml EGF, no erlotinib"
MSR372,OLG050,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,104.16,pct_of_saline,increase,+4%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 12,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 104.16 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: PTEC-TERT1, gymnosis, 10 ng/ml EGF, 5 uM erlotinib"
MSR373,OLG047,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,87.67,pct_of_saline,decrease,-12%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 12,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 87.67 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1, gymnosis, 10 ng/ml EGF, no erlotinib"
MSR374,OLG047,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,89.59,pct_of_saline,decrease,-10%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 12,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 89.59 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1, gymnosis, 10 ng/ml EGF, 5 uM erlotinib"
MSR375,OLG049,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,82.9,pct_of_saline,decrease,-17%,1,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 12,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 82.9 % of control -> grade 1; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1, gymnosis, 10 ng/ml EGF, no erlotinib"
MSR376,OLG049,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,89.58,pct_of_saline,decrease,-10%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 12,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 89.58 % of control -> grade 0; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1, gymnosis, 10 ng/ml EGF, 5 uM erlotinib"
MSR377,OLG048,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,65.71,pct_of_saline,decrease,-34%,2,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 12,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 65.71 % of control -> grade 2; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1, gymnosis, 10 ng/ml EGF, no erlotinib"
MSR378,OLG048,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,94.44,pct_of_saline,decrease,-6%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 12,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 94.44 % of control -> grade 0; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1, gymnosis, 10 ng/ml EGF, 5 uM erlotinib"
MSR379,OLG052,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,50.28,pct_of_saline,decrease,-50%,2,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 12,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 50.28 % of control -> grade 2; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1, gymnosis, 10 ng/ml EGF, no erlotinib"
MSR380,OLG052,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,97.47,pct_of_saline,decrease,-3%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 12,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 97.47 % of control -> grade 0; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1, gymnosis, 10 ng/ml EGF, 5 uM erlotinib"
MSR381,OLG045,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,3,uM,day 6,viability,ATP,97.84,pct_of_saline,decrease,-2%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 13,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 97.84 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: PTEC-TERT1, gymnosis, single treatment"
MSR382,OLG045,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,3,uM,day 9,viability,ATP,95.07,pct_of_saline,decrease,-5%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 13,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 95.07 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: PTEC-TERT1, gymnosis, single treatment"
MSR383,OLG045,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 6,viability,ATP,98.29,pct_of_saline,decrease,-2%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 13,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 98.29 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: PTEC-TERT1, gymnosis, single treatment"
MSR384,OLG045,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 9,viability,ATP,89.96,pct_of_saline,decrease,-10%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 13,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 89.96 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: PTEC-TERT1, gymnosis, single treatment"
MSR385,OLG045,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 6,viability,ATP,99.61,pct_of_saline,decrease,-0%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 13,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 99.61 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: PTEC-TERT1, gymnosis, single treatment"
MSR386,OLG045,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 9,viability,ATP,94.13,pct_of_saline,decrease,-6%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 13,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 94.13 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: PTEC-TERT1, gymnosis, single treatment"
MSR387,OLG045,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 6,viability,ATP,94.98,pct_of_saline,decrease,-5%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 13,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 94.98 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: PTEC-TERT1, gymnosis, single treatment"
MSR388,OLG045,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,89.84,pct_of_saline,decrease,-10%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 13,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 89.84 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: PTEC-TERT1, gymnosis, single treatment"
MSR389,OLG047,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,3,uM,day 6,viability,ATP,114.58,pct_of_saline,increase,+15%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 13,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 114.58 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1, gymnosis, single treatment"
MSR390,OLG047,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,3,uM,day 9,viability,ATP,100.99,pct_of_saline,increase,+1%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 13,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 100.99 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1, gymnosis, single treatment"
MSR391,OLG047,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 6,viability,ATP,122.34,pct_of_saline,increase,+22%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 13,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 122.34 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1, gymnosis, single treatment"
MSR392,OLG047,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 9,viability,ATP,106.57,pct_of_saline,increase,+7%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 13,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 106.57 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1, gymnosis, single treatment"
MSR393,OLG047,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 6,viability,ATP,114.36,pct_of_saline,increase,+14%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 13,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 114.36 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1, gymnosis, single treatment"
MSR394,OLG047,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 9,viability,ATP,105.09,pct_of_saline,increase,+5%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 13,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 105.09 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1, gymnosis, single treatment"
MSR395,OLG047,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 6,viability,ATP,105.44,pct_of_saline,increase,+5%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 13,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 105.44 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1, gymnosis, single treatment"
MSR396,OLG047,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,89.54,pct_of_saline,decrease,-10%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 13,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 89.54 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1, gymnosis, single treatment"
MSR397,OLG048,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,3,uM,day 6,viability,ATP,100.51,pct_of_saline,increase,+1%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 13,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 100.51 % of control -> grade 0; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1, gymnosis, single treatment"
MSR398,OLG048,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,3,uM,day 9,viability,ATP,76.84,pct_of_saline,decrease,-23%,1,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 13,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 76.84 % of control -> grade 1; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1, gymnosis, single treatment"
MSR399,OLG048,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 6,viability,ATP,96.6,pct_of_saline,decrease,-3%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 13,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 96.6 % of control -> grade 0; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1, gymnosis, single treatment"
MSR400,OLG048,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 9,viability,ATP,70.64,pct_of_saline,decrease,-29%,1,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 13,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 70.64 % of control -> grade 1; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1, gymnosis, single treatment"
MSR401,OLG048,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 6,viability,ATP,83.98,pct_of_saline,decrease,-16%,1,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 13,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 83.98 % of control -> grade 1; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1, gymnosis, single treatment"
MSR402,OLG048,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 9,viability,ATP,54.7,pct_of_saline,decrease,-45%,2,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 13,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 54.7 % of control -> grade 2; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1, gymnosis, single treatment"
MSR403,OLG048,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 6,viability,ATP,62.39,pct_of_saline,decrease,-38%,2,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 13,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 62.39 % of control -> grade 2; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1, gymnosis, single treatment"
MSR404,OLG048,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,41.34,pct_of_saline,decrease,-59%,3,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 13,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 41.34 % of control -> grade 3; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1, gymnosis, single treatment"
MSR405,OLG045,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,3,uM,day 6,viability,ATP,94.25,pct_of_saline,decrease,-6%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 14,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 94.25 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: PTEC-TERT1"
MSR406,OLG045,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,3,uM,day 9,viability,ATP,92.28,pct_of_saline,decrease,-8%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 14,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 92.28 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: PTEC-TERT1"
MSR407,OLG045,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 6,viability,ATP,96.43,pct_of_saline,decrease,-4%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 14,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 96.43 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: PTEC-TERT1"
MSR408,OLG045,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 9,viability,ATP,90.75,pct_of_saline,decrease,-9%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 14,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 90.75 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: PTEC-TERT1"
MSR409,OLG045,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 6,viability,ATP,98.37,pct_of_saline,decrease,-2%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 14,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 98.37 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: PTEC-TERT1"
MSR410,OLG045,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 9,viability,ATP,90.76,pct_of_saline,decrease,-9%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 14,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 90.76 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: PTEC-TERT1"
MSR411,OLG045,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 6,viability,ATP,98.16,pct_of_saline,decrease,-2%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 14,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 98.16 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: PTEC-TERT1"
MSR412,OLG045,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,92.26,pct_of_saline,decrease,-8%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 14,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 92.26 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: PTEC-TERT1"
MSR413,OLG047,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,3,uM,day 6,viability,ATP,112.48,pct_of_saline,increase,+12%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 14,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 112.48 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
