measurement_id,oligo_id,source_id,study_type,species,system_model,matrix,delivery_method,dose_value,dose_unit,timepoint,exposure_duration,n_subjects,readout_category,readout_name,readout_value,readout_unit,readout_is_qualitative,control_value,control_description,effect_direction,effect_vs_control,ratio_to_control,ratio_basis,coag_tox_grade,grade_basis,grade_status,severity_stated_by_source,on_target_effect,unintended_toxicity,source_locus,redistribution,verbatim_quote,notes,is_baseline,value_origin,grade_caveat,source_stated_grade,co_administered_agent,species_class,species_class_basis,human_system,endpoint_scope,endpoint_scope_note
COG-MSR1532,COG-OLG099,COG-S035,animal_invivo,monkey,"Cynomolgus monkeys, Example 45 dose-escalation study; escalating-dose arm",plasma,subcutaneous injection,"escalating regimen: 5 mg/kg 3x/week (week 1), 5 mg/kg 2x/week (weeks 2-3), 10 mg/kg 3x/week (week 4), 10 mg/kg 2x/week (weeks 5-6), 25 mg/kg 3x/week (week 7), 25 mg/kg 2x/week (weeks 8-12)",mg/kg per dose,day 71,12 weeks of dosing; terminal day 85,"5 per group (2 male, 3 female)",fibrinogen,fibrinogen,239,mg/dL,FALSE,233,"PBS group at the same timepoint, printed in the same table row",NOT_REPORTED,"The samples were evaluated of fibrinogen content using an ACL 9000 coagulation instrument (Instrumentation Laboratory, Italy). Results are presented in Table 119 expressed in mg/dL.",1.026,value_over_matched_control,0,CTCAE_v5.0_control_referenced:fibrinogen_not_decreased,provisional,NOT_REPORTED,TRUE,FALSE,"Table 119 “Effect of ISIS antisense oligonucleotides on fibrinogen levels in cynomolgus monkeys”, row day 71, column ISIS 416858",public_domain,71 233 199 178 239 245 228 n.d.,"FIBRINOGEN WAS MEASURED BUT THE PATENT DRAWS NO CONCLUSION FROM IT - the text introduces Table 119 and says nothing further, so effect_direction is NOT_REPORTED rather than no_change: this is reported-but-uninterpreted, not a stated null. Reading the numbers, the ISIS 416850 escalating arm drifts from 310 mg/dL pre-dose to 177-190 mg/dL by days 71-85 while the PBS group holds at 233-246 mg/dL over the same window, a roughly 25-40 percent divergence that the patent never mentions. A fibrinogen fall in an anticoagulant programme is exactly the kind of signal this dossier exists to capture, so this table should be reviewed rather than taken at the source's (silent) word.",FALSE,measured_in_this_document,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,animal,species_field,FALSE,coagulation,NOT_APPLICABLE
COG-MSR1533,COG-OLG100,COG-S035,animal_invivo,monkey,"Cynomolgus monkeys, Example 45 dose-escalation study; escalating-dose arm",plasma,subcutaneous injection,"escalating regimen: 5 mg/kg 3x/week (week 1), 5 mg/kg 2x/week (weeks 2-3), 10 mg/kg 3x/week (week 4), 10 mg/kg 2x/week (weeks 5-6), 25 mg/kg 3x/week (week 7), 25 mg/kg 2x/week (weeks 8-12)",mg/kg per dose,day 71,12 weeks of dosing; terminal day 85,"5 per group (2 male, 3 female)",fibrinogen,fibrinogen,245,mg/dL,FALSE,233,"PBS group at the same timepoint, printed in the same table row",NOT_REPORTED,"The samples were evaluated of fibrinogen content using an ACL 9000 coagulation instrument (Instrumentation Laboratory, Italy). Results are presented in Table 119 expressed in mg/dL.",1.052,value_over_matched_control,0,CTCAE_v5.0_control_referenced:fibrinogen_not_decreased,provisional,NOT_REPORTED,TRUE,FALSE,"Table 119 “Effect of ISIS antisense oligonucleotides on fibrinogen levels in cynomolgus monkeys”, row day 71, column ISIS 416864",public_domain,71 233 199 178 239 245 228 n.d.,"FIBRINOGEN WAS MEASURED BUT THE PATENT DRAWS NO CONCLUSION FROM IT - the text introduces Table 119 and says nothing further, so effect_direction is NOT_REPORTED rather than no_change: this is reported-but-uninterpreted, not a stated null. Reading the numbers, the ISIS 416850 escalating arm drifts from 310 mg/dL pre-dose to 177-190 mg/dL by days 71-85 while the PBS group holds at 233-246 mg/dL over the same window, a roughly 25-40 percent divergence that the patent never mentions. A fibrinogen fall in an anticoagulant programme is exactly the kind of signal this dossier exists to capture, so this table should be reviewed rather than taken at the source's (silent) word.",FALSE,measured_in_this_document,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,animal,species_field,FALSE,coagulation,NOT_APPLICABLE
COG-MSR1534,COG-OLG101,COG-S035,animal_invivo,monkey,"Cynomolgus monkeys, Example 45 dose-escalation study; escalating-dose arm",plasma,subcutaneous injection,"escalating regimen: 5 mg/kg 3x/week (week 1), 5 mg/kg 2x/week (weeks 2-3), 10 mg/kg 3x/week (week 4), 10 mg/kg 2x/week (weeks 5-6), 25 mg/kg 3x/week (week 7), 25 mg/kg 2x/week (weeks 8-12)",mg/kg per dose,day 71,12 weeks of dosing; terminal day 85,"5 per group (2 male, 3 female)",fibrinogen,fibrinogen,228,mg/dL,FALSE,233,"PBS group at the same timepoint, printed in the same table row",NOT_REPORTED,"The samples were evaluated of fibrinogen content using an ACL 9000 coagulation instrument (Instrumentation Laboratory, Italy). Results are presented in Table 119 expressed in mg/dL.",0.9785,value_over_matched_control,1,CTCAE_v5.0_control_referenced:fibrinogen_<1.0-0.75x,provisional,NOT_REPORTED,TRUE,FALSE,"Table 119 “Effect of ISIS antisense oligonucleotides on fibrinogen levels in cynomolgus monkeys”, row day 71, column ISIS 417002",public_domain,71 233 199 178 239 245 228 n.d.,"FIBRINOGEN WAS MEASURED BUT THE PATENT DRAWS NO CONCLUSION FROM IT - the text introduces Table 119 and says nothing further, so effect_direction is NOT_REPORTED rather than no_change: this is reported-but-uninterpreted, not a stated null. Reading the numbers, the ISIS 416850 escalating arm drifts from 310 mg/dL pre-dose to 177-190 mg/dL by days 71-85 while the PBS group holds at 233-246 mg/dL over the same window, a roughly 25-40 percent divergence that the patent never mentions. A fibrinogen fall in an anticoagulant programme is exactly the kind of signal this dossier exists to capture, so this table should be reviewed rather than taken at the source's (silent) word.",FALSE,measured_in_this_document,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,animal,species_field,FALSE,coagulation,NOT_APPLICABLE
COG-MSR1535,COG-OLG097,COG-S035,animal_invivo,monkey,"Cynomolgus monkeys, Example 45 dose-escalation study; escalating-dose arm",plasma,subcutaneous injection,"escalating regimen: 5 mg/kg 3x/week (week 1), 5 mg/kg 2x/week (weeks 2-3), 10 mg/kg 3x/week (week 4), 10 mg/kg 2x/week (weeks 5-6), 25 mg/kg 3x/week (week 7), 25 mg/kg 2x/week (weeks 8-12)",mg/kg per dose,day 78,12 weeks of dosing; terminal day 85,"5 per group (2 male, 3 female)",fibrinogen,fibrinogen,189,mg/dL,FALSE,234,"PBS group at the same timepoint, printed in the same table row",NOT_REPORTED,"The samples were evaluated of fibrinogen content using an ACL 9000 coagulation instrument (Instrumentation Laboratory, Italy). Results are presented in Table 119 expressed in mg/dL.",0.8077,value_over_matched_control,1,CTCAE_v5.0_control_referenced:fibrinogen_<1.0-0.75x,provisional,NOT_REPORTED,TRUE,FALSE,"Table 119 “Effect of ISIS antisense oligonucleotides on fibrinogen levels in cynomolgus monkeys”, row day 78, column ISIS 416838",public_domain,78 234 189 177 234 250 221 n.d.,"FIBRINOGEN WAS MEASURED BUT THE PATENT DRAWS NO CONCLUSION FROM IT - the text introduces Table 119 and says nothing further, so effect_direction is NOT_REPORTED rather than no_change: this is reported-but-uninterpreted, not a stated null. Reading the numbers, the ISIS 416850 escalating arm drifts from 310 mg/dL pre-dose to 177-190 mg/dL by days 71-85 while the PBS group holds at 233-246 mg/dL over the same window, a roughly 25-40 percent divergence that the patent never mentions. A fibrinogen fall in an anticoagulant programme is exactly the kind of signal this dossier exists to capture, so this table should be reviewed rather than taken at the source's (silent) word.",FALSE,measured_in_this_document,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,animal,species_field,FALSE,coagulation,NOT_APPLICABLE
COG-MSR1536,COG-OLG098,COG-S035,animal_invivo,monkey,"Cynomolgus monkeys, Example 45 dose-escalation study; escalating-dose arm",plasma,subcutaneous injection,"escalating regimen: 5 mg/kg 3x/week (week 1), 5 mg/kg 2x/week (weeks 2-3), 10 mg/kg 3x/week (week 4), 10 mg/kg 2x/week (weeks 5-6), 25 mg/kg 3x/week (week 7), 25 mg/kg 2x/week (weeks 8-12)",mg/kg per dose,day 78,12 weeks of dosing; terminal day 85,"5 per group (2 male, 3 female)",fibrinogen,fibrinogen,177,mg/dL,FALSE,234,"PBS group at the same timepoint, printed in the same table row",NOT_REPORTED,"The samples were evaluated of fibrinogen content using an ACL 9000 coagulation instrument (Instrumentation Laboratory, Italy). Results are presented in Table 119 expressed in mg/dL.",0.7564,value_over_matched_control,1,CTCAE_v5.0_control_referenced:fibrinogen_<1.0-0.75x,provisional,NOT_REPORTED,TRUE,FALSE,"Table 119 “Effect of ISIS antisense oligonucleotides on fibrinogen levels in cynomolgus monkeys”, row day 78, column ISIS 416850",public_domain,78 234 189 177 234 250 221 n.d.,"FIBRINOGEN WAS MEASURED BUT THE PATENT DRAWS NO CONCLUSION FROM IT - the text introduces Table 119 and says nothing further, so effect_direction is NOT_REPORTED rather than no_change: this is reported-but-uninterpreted, not a stated null. Reading the numbers, the ISIS 416850 escalating arm drifts from 310 mg/dL pre-dose to 177-190 mg/dL by days 71-85 while the PBS group holds at 233-246 mg/dL over the same window, a roughly 25-40 percent divergence that the patent never mentions. A fibrinogen fall in an anticoagulant programme is exactly the kind of signal this dossier exists to capture, so this table should be reviewed rather than taken at the source's (silent) word.",FALSE,measured_in_this_document,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,animal,species_field,FALSE,coagulation,NOT_APPLICABLE
COG-MSR1537,COG-OLG099,COG-S035,animal_invivo,monkey,"Cynomolgus monkeys, Example 45 dose-escalation study; escalating-dose arm",plasma,subcutaneous injection,"escalating regimen: 5 mg/kg 3x/week (week 1), 5 mg/kg 2x/week (weeks 2-3), 10 mg/kg 3x/week (week 4), 10 mg/kg 2x/week (weeks 5-6), 25 mg/kg 3x/week (week 7), 25 mg/kg 2x/week (weeks 8-12)",mg/kg per dose,day 78,12 weeks of dosing; terminal day 85,"5 per group (2 male, 3 female)",fibrinogen,fibrinogen,234,mg/dL,FALSE,234,"PBS group at the same timepoint, printed in the same table row",NOT_REPORTED,"The samples were evaluated of fibrinogen content using an ACL 9000 coagulation instrument (Instrumentation Laboratory, Italy). Results are presented in Table 119 expressed in mg/dL.",1,value_over_matched_control,0,CTCAE_v5.0_control_referenced:fibrinogen_not_decreased,provisional,NOT_REPORTED,TRUE,FALSE,"Table 119 “Effect of ISIS antisense oligonucleotides on fibrinogen levels in cynomolgus monkeys”, row day 78, column ISIS 416858",public_domain,78 234 189 177 234 250 221 n.d.,"FIBRINOGEN WAS MEASURED BUT THE PATENT DRAWS NO CONCLUSION FROM IT - the text introduces Table 119 and says nothing further, so effect_direction is NOT_REPORTED rather than no_change: this is reported-but-uninterpreted, not a stated null. Reading the numbers, the ISIS 416850 escalating arm drifts from 310 mg/dL pre-dose to 177-190 mg/dL by days 71-85 while the PBS group holds at 233-246 mg/dL over the same window, a roughly 25-40 percent divergence that the patent never mentions. A fibrinogen fall in an anticoagulant programme is exactly the kind of signal this dossier exists to capture, so this table should be reviewed rather than taken at the source's (silent) word.",FALSE,measured_in_this_document,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,animal,species_field,FALSE,coagulation,NOT_APPLICABLE
COG-MSR1538,COG-OLG100,COG-S035,animal_invivo,monkey,"Cynomolgus monkeys, Example 45 dose-escalation study; escalating-dose arm",plasma,subcutaneous injection,"escalating regimen: 5 mg/kg 3x/week (week 1), 5 mg/kg 2x/week (weeks 2-3), 10 mg/kg 3x/week (week 4), 10 mg/kg 2x/week (weeks 5-6), 25 mg/kg 3x/week (week 7), 25 mg/kg 2x/week (weeks 8-12)",mg/kg per dose,day 78,12 weeks of dosing; terminal day 85,"5 per group (2 male, 3 female)",fibrinogen,fibrinogen,250,mg/dL,FALSE,234,"PBS group at the same timepoint, printed in the same table row",NOT_REPORTED,"The samples were evaluated of fibrinogen content using an ACL 9000 coagulation instrument (Instrumentation Laboratory, Italy). Results are presented in Table 119 expressed in mg/dL.",1.068,value_over_matched_control,0,CTCAE_v5.0_control_referenced:fibrinogen_not_decreased,provisional,NOT_REPORTED,TRUE,FALSE,"Table 119 “Effect of ISIS antisense oligonucleotides on fibrinogen levels in cynomolgus monkeys”, row day 78, column ISIS 416864",public_domain,78 234 189 177 234 250 221 n.d.,"FIBRINOGEN WAS MEASURED BUT THE PATENT DRAWS NO CONCLUSION FROM IT - the text introduces Table 119 and says nothing further, so effect_direction is NOT_REPORTED rather than no_change: this is reported-but-uninterpreted, not a stated null. Reading the numbers, the ISIS 416850 escalating arm drifts from 310 mg/dL pre-dose to 177-190 mg/dL by days 71-85 while the PBS group holds at 233-246 mg/dL over the same window, a roughly 25-40 percent divergence that the patent never mentions. A fibrinogen fall in an anticoagulant programme is exactly the kind of signal this dossier exists to capture, so this table should be reviewed rather than taken at the source's (silent) word.",FALSE,measured_in_this_document,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,animal,species_field,FALSE,coagulation,NOT_APPLICABLE
COG-MSR1539,COG-OLG101,COG-S035,animal_invivo,monkey,"Cynomolgus monkeys, Example 45 dose-escalation study; escalating-dose arm",plasma,subcutaneous injection,"escalating regimen: 5 mg/kg 3x/week (week 1), 5 mg/kg 2x/week (weeks 2-3), 10 mg/kg 3x/week (week 4), 10 mg/kg 2x/week (weeks 5-6), 25 mg/kg 3x/week (week 7), 25 mg/kg 2x/week (weeks 8-12)",mg/kg per dose,day 78,12 weeks of dosing; terminal day 85,"5 per group (2 male, 3 female)",fibrinogen,fibrinogen,221,mg/dL,FALSE,234,"PBS group at the same timepoint, printed in the same table row",NOT_REPORTED,"The samples were evaluated of fibrinogen content using an ACL 9000 coagulation instrument (Instrumentation Laboratory, Italy). Results are presented in Table 119 expressed in mg/dL.",0.9444,value_over_matched_control,1,CTCAE_v5.0_control_referenced:fibrinogen_<1.0-0.75x,provisional,NOT_REPORTED,TRUE,FALSE,"Table 119 “Effect of ISIS antisense oligonucleotides on fibrinogen levels in cynomolgus monkeys”, row day 78, column ISIS 417002",public_domain,78 234 189 177 234 250 221 n.d.,"FIBRINOGEN WAS MEASURED BUT THE PATENT DRAWS NO CONCLUSION FROM IT - the text introduces Table 119 and says nothing further, so effect_direction is NOT_REPORTED rather than no_change: this is reported-but-uninterpreted, not a stated null. Reading the numbers, the ISIS 416850 escalating arm drifts from 310 mg/dL pre-dose to 177-190 mg/dL by days 71-85 while the PBS group holds at 233-246 mg/dL over the same window, a roughly 25-40 percent divergence that the patent never mentions. A fibrinogen fall in an anticoagulant programme is exactly the kind of signal this dossier exists to capture, so this table should be reviewed rather than taken at the source's (silent) word.",FALSE,measured_in_this_document,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,animal,species_field,FALSE,coagulation,NOT_APPLICABLE
COG-MSR1540,COG-OLG097,COG-S035,animal_invivo,monkey,"Cynomolgus monkeys, Example 45 dose-escalation study; escalating-dose arm",plasma,subcutaneous injection,"escalating regimen: 5 mg/kg 3x/week (week 1), 5 mg/kg 2x/week (weeks 2-3), 10 mg/kg 3x/week (week 4), 10 mg/kg 2x/week (weeks 5-6), 25 mg/kg 3x/week (week 7), 25 mg/kg 2x/week (weeks 8-12)",mg/kg per dose,day 85,12 weeks of dosing; terminal day 85,"5 per group (2 male, 3 female)",fibrinogen,fibrinogen,196,mg/dL,FALSE,246,"PBS group at the same timepoint, printed in the same table row",NOT_REPORTED,"The samples were evaluated of fibrinogen content using an ACL 9000 coagulation instrument (Instrumentation Laboratory, Italy). Results are presented in Table 119 expressed in mg/dL.",0.7967,value_over_matched_control,1,CTCAE_v5.0_control_referenced:fibrinogen_<1.0-0.75x,provisional,NOT_REPORTED,TRUE,FALSE,"Table 119 “Effect of ISIS antisense oligonucleotides on fibrinogen levels in cynomolgus monkeys”, row day 85, column ISIS 416838",public_domain,85 246 196 187 243 240 224 n.d.,"FIBRINOGEN WAS MEASURED BUT THE PATENT DRAWS NO CONCLUSION FROM IT - the text introduces Table 119 and says nothing further, so effect_direction is NOT_REPORTED rather than no_change: this is reported-but-uninterpreted, not a stated null. Reading the numbers, the ISIS 416850 escalating arm drifts from 310 mg/dL pre-dose to 177-190 mg/dL by days 71-85 while the PBS group holds at 233-246 mg/dL over the same window, a roughly 25-40 percent divergence that the patent never mentions. A fibrinogen fall in an anticoagulant programme is exactly the kind of signal this dossier exists to capture, so this table should be reviewed rather than taken at the source's (silent) word.",FALSE,measured_in_this_document,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,animal,species_field,FALSE,coagulation,NOT_APPLICABLE
COG-MSR1541,COG-OLG098,COG-S035,animal_invivo,monkey,"Cynomolgus monkeys, Example 45 dose-escalation study; escalating-dose arm",plasma,subcutaneous injection,"escalating regimen: 5 mg/kg 3x/week (week 1), 5 mg/kg 2x/week (weeks 2-3), 10 mg/kg 3x/week (week 4), 10 mg/kg 2x/week (weeks 5-6), 25 mg/kg 3x/week (week 7), 25 mg/kg 2x/week (weeks 8-12)",mg/kg per dose,day 85,12 weeks of dosing; terminal day 85,"5 per group (2 male, 3 female)",fibrinogen,fibrinogen,187,mg/dL,FALSE,246,"PBS group at the same timepoint, printed in the same table row",NOT_REPORTED,"The samples were evaluated of fibrinogen content using an ACL 9000 coagulation instrument (Instrumentation Laboratory, Italy). Results are presented in Table 119 expressed in mg/dL.",0.7602,value_over_matched_control,1,CTCAE_v5.0_control_referenced:fibrinogen_<1.0-0.75x,provisional,NOT_REPORTED,TRUE,FALSE,"Table 119 “Effect of ISIS antisense oligonucleotides on fibrinogen levels in cynomolgus monkeys”, row day 85, column ISIS 416850",public_domain,85 246 196 187 243 240 224 n.d.,"FIBRINOGEN WAS MEASURED BUT THE PATENT DRAWS NO CONCLUSION FROM IT - the text introduces Table 119 and says nothing further, so effect_direction is NOT_REPORTED rather than no_change: this is reported-but-uninterpreted, not a stated null. Reading the numbers, the ISIS 416850 escalating arm drifts from 310 mg/dL pre-dose to 177-190 mg/dL by days 71-85 while the PBS group holds at 233-246 mg/dL over the same window, a roughly 25-40 percent divergence that the patent never mentions. A fibrinogen fall in an anticoagulant programme is exactly the kind of signal this dossier exists to capture, so this table should be reviewed rather than taken at the source's (silent) word.",FALSE,measured_in_this_document,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,animal,species_field,FALSE,coagulation,NOT_APPLICABLE
