measurement_id,oligo_id,study_type,species,system_model,tissue,delivery_method,dose_or_conc_value,dose_or_conc_unit,exposure_duration,readout_category,readout_name,readout_value,readout_unit,effect_direction,effect_vs_control,thrombocytopenia_grade,is_platelet_specific,subject_class,source_id,source_ref,source_table,redistribution,notes
TMSR705,TOLG066,clinical,human,patient_cohort,blood,systemic_dose,300,mg,open-label extension CS3,clinical_outcome,duration_of_dose_interruption_for_low_platelets,8,weeks,increase,8 weeks in CS3 vs 4.5 weeks in CS2,2,TRUE,human_clinical,workflow:EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EP,EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EPAR public assessment report,"p93, section 2.6 Clinical safety, AESI 'Thrombocytopenia'; repeated p128",public_domain,Recovery took longer with prolonged exposure.
TMSR706,TOLG066,clinical,human,patient_cohort,blood,systemic_dose,300,mg,open-label extension CS3,clinical_outcome,duration_of_thrombocytopenia,41,weeks,increase,41 weeks in CS3 vs 28 weeks in CS2,2,TRUE,human_clinical,workflow:EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EP,EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EPAR public assessment report,"p93, section 2.6 Clinical safety, AESI 'Thrombocytopenia'; repeated p128 ('patients with confirmed thrombocytopenia remained thrombocytopenic with ongoing inotersen exposure')",public_domain,Thrombocytopenic states were prolonged with continued exposure - the assessor's evidence that the state does not resolve on treatment.
TMSR707,TOLG066,clinical,human,patient_cohort,platelet,systemic_dose,300,mg,CS2 and CS3 (Grade 3/4 events),clinical_outcome,platelet_transfusion_refractoriness_and_corticosteroid_response,TBD,NA,decrease,non-adequate response to platelet transfusion (rapid elimination); response to corticoid therapy,3,TRUE,human_clinical,workflow:EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EP,EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EPAR public assessment report,"p94, section 2.6 Clinical safety, AESI 'Thrombocytopenia' (end of immunological mediation paragraph)",public_domain,"Verbatim: 'Further evidence supportive of immunologically related thrombocytopenia derives from the response to corticoid therapy and non-adequate response to platelet transfusion (rapid elimination from the body).' This is the source's functional demonstration of antibody-mediated platelet clearance => grade 3 per the rubric's in-vivo analogue. No numeric values reported (qualitative narrative), hence readout_value TBD. The same paragraph records that bone-marrow dysfunction, DIC, TTP, thrombotic microangiopathy, sepsis, platelet activation and systemic complement activation 'could not be confirmed' as alternative causes."
TMSR708,TOLG066,clinical,human,patient_cohort,blood,systemic_dose,300,mg,CS2 and CS3 (Grade 3 subjects re-challenged),clinical_outcome,dose_frequency_reduction_insufficient_to_prevent_further_decline,4,n_subjects,decrease,all 4 required additional dose interruptions after re-challenge,3,TRUE,human_clinical,workflow:EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EP,EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EPAR public assessment report,"p94, section 2.6 Clinical safety, AESI 'Thrombocytopenia' (final bullet: 'Experience with reduction in dose frequency derives from a total of four subjects only'); restated p130 section 3.5",public_domain,All four had Grade 3 thrombocytopenia and had recovered to >75 x10^9/L; extending the dosing interval was not sufficient - 'dose pauses do not safely prevent from further decreases in platelets' (p130). Graded 3 on the underlying Grade 3 (CTCAE) event severity.
TMSR709,TOLG066,clinical,human,patient_cohort,plasma,systemic_dose,300,mg,CS2 and CS3,immunogenicity,anti-platelet_IgG_positivity_vs_platelet_decline,100,pct_subjects,increase,all IgG-positive subjects had platelet declines; none of the IgM-positive-only subjects did,2,TRUE,human_clinical,workflow:EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EP,EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EPAR public assessment report,"p94, section 2.6 Clinical safety, AESI 'Thrombocytopenia' (first line of the immunological mediation paragraph)",public_domain,"Verbatim: 'All subjects with IgG positivity had experienced platelet declines compared to none with IgM positivity.' Isotype-specific association row - the strongest antibody-class discrimination in the source. Graded 2: the association is with platelet declines generally, not specifically with severe (Grade 3/4) events, which are carried by separate grade-3 rows."
TMSR710,TOLG066,clinical,human,patient_cohort,plasma,systemic_dose,300,mg,CS2 (Grade 4 events at Week 8-20),immunogenicity,anti-PF4_IgA,1,n_subjects,increase,1 of the confirmed Grade 4 thrombocytopenia subjects,3,TRUE,human_clinical,workflow:EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EP,EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EPAR public assessment report,"p94, section 2.6 Clinical safety, AESI 'Thrombocytopenia' (immunological mediation paragraph)",public_domain,Verbatim: 'Treatment-emergent anti-PF4 IgA was additionally present in one of these subjects and anti-PF4 IgM in two of them.' Graded 3 (found in a confirmed Grade 4 case).
TMSR711,TOLG066,clinical,human,patient_cohort,plasma,systemic_dose,300,mg,CS2 (Grade 4 events at Week 8-20),immunogenicity,anti-PF4_IgM,2,n_subjects,increase,2 of the confirmed Grade 4 thrombocytopenia subjects,3,TRUE,human_clinical,workflow:EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EP,EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EPAR public assessment report,"p94, section 2.6 Clinical safety, AESI 'Thrombocytopenia' (immunological mediation paragraph)",public_domain,Same sentence as the anti-PF4 IgA row. PF4 is the heparin-induced-thrombocytopenia antigen; the non-clinical section (p25) notes PF4 forms highly immunogenic complexes with polyanions including nucleic acids.
TMSR712,TOLG066,clinical,human,patient_cohort,plasma,systemic_dose,300,mg,CS2 (Grade 4 events at Week 8-20),immunogenicity,anti-platelet_IgG,100,pct_subjects,increase,all subjects with confirmed Grade 4 thrombocytopenia were positive,3,TRUE,human_clinical,workflow:EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EP,EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EPAR public assessment report,"p94, section 2.6 Clinical safety, AESI 'Thrombocytopenia' (immunological mediation paragraph)",public_domain,CORE IMMUNE-MEDIATION ROW. Verbatim: 'All subjects with confirmed thrombocytopenia Grade 4 were reported to be positive for post-baseline treatment-emergent anti-platelet IgG antibodies but not all subjects with IgG anti-platelet antibodies developed Grade 3 or 4 thrombocytopenia.' Grade 3 per rubric: immune-mediated thrombocytopenia with confirmed anti-platelet antibodies. Denominator = the 3 confirmed Grade 4 subjects of CS2.
TMSR713,TOLG066,clinical,human,patient_cohort,platelet,systemic_dose,300,mg,CS2 and CS3,immunogenicity,anti-platelet_surface_glycoprotein_GPIIbIIIa_antibody,50,pct_subjects,increase,4 of 8 subjects with Grade 3 or Grade 4 thrombocytopenia,3,TRUE,human_clinical,workflow:EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EP,EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EPAR public assessment report,"p94, section 2.6 Clinical safety, AESI 'Thrombocytopenia' (immunological mediation paragraph)",public_domain,"Verbatim: 'In 4 of 8 subjects with Grade 3 (subjects, who were re-challenged with inotersen) or Grade 4 thrombocytopenia, positive test results for antibodies directed against platelet surface glycoproteins were detected in addition to antiplatelet IgG antibodies. The combination of anti-platelet IgG plus positivity for GP IIb/IIIa (and even anti-PF4 antibodies) may be contributory to the cases of Grade 4 thrombocytopenia.' NOTE p112 states more narrowly that 'in two subjects with Grade 4 thrombocytopenia antibodies against platelet surface glycoproteins were detected' - the p94 figure (4/8 across Grade 3+4) is used here and the p112 statement is recorded as a source-internal difference of scope."
TMSR714,TOLG066,clinical,human,patient_cohort,plasma,systemic_dose,300,mg,"open-label extension CS3 (placebo-inotersen arm, first exposure with CS2 loading regimen not applied)",immunogenicity,anti-PF4_IgM,20,pct_subjects,increase,20pct_placebo-inotersen_vs_0pct_inotersen-inotersen,1,TRUE,human_clinical,workflow:EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EP,EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EPAR public assessment report,"p95, section 2.6 Clinical safety, AESI 'Thrombocytopenia' (antiplatelet-antibody bullet)",public_domain,"Verbatim: '(CS3: 20% vs. 0% treatment-emergent anti-PF4 IgM in subjects on placebo-inotersen vs. inotersen-inotersen)'. Hypothesised to derive from the loading dose regimen intensively stimulating the innate immune response in the first weeks. Graded 1, NOT 3: the assessor states 'Emerging anti-PF4 IgMs are not necessarily thought to be of pathogenic value and were not found to emerge at the time of platelet nadirs in CS2 and CS3.'"
TMSR715,TOLG066,clinical,human,patient_cohort,blood,systemic_dose,300,mg,re-initiation after recovery to >100 x10^9/L (CS2 and CS3),clinical_outcome,recurrent_thrombocytopenia_on_re-initiation,15,n_subjects_of_16,increase,recurrence in all but one of 16 re-initiated subjects (93.8%),2,TRUE,human_clinical,workflow:EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EP,EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EPAR public assessment report,"p95, section 2.6 Clinical safety, AESI 'Thrombocytopenia' (bulleted monitoring/stopping-rule discussion, re-initiation bullet)",public_domain,"Verbatim: 'Re-initiation of inotersen in 16 recovered subjects with previous platelet decreases <75 x 10^9/L led anew to thrombocytopenic states in all but one of these subjects and subsequently to further treatment interruptions.' The clinical mirror of the monkey rechallenge row. Graded 2 (recurrent thrombocytopenic states requiring further interruptions); the assessor could not rule out that dose interruptions themselves trigger immunological responses, and a relatively higher number of subjects with >=1 dose pause developed ADAs."
TMSR716,TOLG066,clinical,human,patient_cohort,plasma,systemic_dose,300,mg,87d to first positive,immunogenicity,anti-platelet_antibody,positive,NA,increase,negative_at_all_prior_timepoints,3,TRUE,human_clinical,workflow:FDA NDA 211172 211172Orig1s000MedR.pdf,FDA NDA 211172 211172Orig1s000MedR.pdf,Clinical Safety Review Figure 2 'Subject [redacted] Summary of Events' (PDF p143) and narrative PDF p143,public_domain,"SEVERE CASE 1. Treatment-emergent IgG antiplatelet antibody first detected Study Day 87 ('Day 87: (+) non-drug IgG, Platelet clumping'), with a later '(+) non-drug IgG, IIb/IIIa' annotation on the same figure. All earlier timepoints marked 'Tested (-) for antiplatelet antibody'. Antibody emergence preceded the fatal platelet collapse by ~5 weeks."
TMSR717,TOLG066,clinical,human,patient_cohort,blood,systemic_dose,300,mg,2-4 months after first dose,platelet_count,time_to_nadir_of_mean_platelet_count,TBD,NA,decrease,TBD,1,TRUE,human_clinical,workflow:FDA NDA 211172 211172Orig1s000MedR.pdf,FDA NDA 211172 211172Orig1s000MedR.pdf,Clinical Safety Review Figure 7 'CS2 On-Treatment Platelet Values over Time (CS2 Safety Set). Mean +/- SE' and accompanying text (PDF p153),public_domain,"Qualitative/graphical: 'The nadir of mean values occurred between 2 and 4 months after the first inotersen treatment'. No numeric mean nadir is printed in the text and Figure 7 is a bitmap plot, so readout_value = TBD rather than read off the axis. Reviewer notes this window coincides with the 3 severe <25 x10^9/L cases, which had a large influence on the mean."
TMSR718,TOLG066,clinical,human,patient_cohort,platelet,systemic_dose,300,mg,52d (9 doses),platelet_binding,platelet_transfusion_refractoriness,TBD,NA,increase,TBD,3,TRUE,human_clinical,workflow:FDA NDA 211172 211172Orig1s000MedR.pdf,FDA NDA 211172 211172Orig1s000MedR.pdf,"Clinical Safety Review narrative PDF p144, quoting P.21 of Study Report 420915-CR02 (footnote 54); restated PDF p157",public_domain,"SEVERE CASE 2. Direct functional evidence of antibody-mediated platelet clearance. Verbatim: the subject was 'relatively refractory to platelet transfusions in the first few days of thrombocytopenia suggesting rapid removal of transfused platelets from the circulation, probably due to destruction of platelets by antiplatelet antibodies.' Received 2 platelet transfusions plus methylprednisolone then prednisone. Qualitative endpoint, no numeric value printed -> readout_value TBD."
TMSR719,TOLG066,clinical,human,patient_cohort,NA,systemic_dose,300,mg,802d,clinical_outcome,bleeding_event,TBD,NA,increase,TBD,3,TRUE,human_clinical,workflow:FDA NDA 211172 211172Orig1s000MedR.pdf,FDA NDA 211172 211172Orig1s000MedR.pdf,Clinical Safety Review narrative PDF p147-148 and Table 29 (PDF p150),public_domain,"Same subject as the nadir-29 row. Major bleeding event at platelet nadir: haemoglobin fell to 6.5 g/dL, mental status change (bizarre behaviour, disorientation, confusion for one week), and head CT showing a possible punctate left frontal lobe intraparenchymal haemorrhage. Also had non-stopping bleeding from a toe injury. Treated with dexamethasone 40 mg IV daily x 4 days and 1 unit packed red cells; repeat CT showed no acute intracranial abnormality. Qualitative event -> readout_value TBD."
TMSR720,TOLG066,clinical,human,patient_cohort,plasma,systemic_dose,300,mg,848d to first positive,immunogenicity,anti-platelet_antibody,positive,NA,increase,TBD,3,TRUE,human_clinical,workflow:FDA NDA 211172 211172Orig1s000MedR.pdf,FDA NDA 211172 211172Orig1s000MedR.pdf,"Clinical Safety Review narrative PDF p151 (footnote 64, dataset submitted 12-Feb-2018)",public_domain,"Same subject as the nadir-43 row. 'This subject tested positive for treatment-emergent antiplatelet antibodies (indirect assay) on Study Day 848' - i.e. seroconversion ~5 months before the platelet nadir, in a slow-decline rather than a fulminant case. Shows antibody positivity is not confined to the 3 catastrophic cases."
TMSR721,TOLG066,clinical,human,patient_cohort,blood,systemic_dose,300,mg,66wk,platelet_count,platelet_decline_ge30pct_from_baseline_incidence,71,pct_incidence,decrease,TBD,1,TRUE,human_clinical,workflow:FDA NDA 211172 211172Orig1s000MedR.pdf,FDA NDA 211172 211172Orig1s000MedR.pdf,"Clinical Safety Review reviewer comment following Table 34 (PDF p161), citing Summary of Clinical Safety Table 69 (footnote 85)",public_domain,"Verbatim: 'In Study CS2, 71% of subjects had a >=30% post-treatment decrease in platelet count from baseline'. INTERNAL DISCREPANCY: Table 24 of the same review gives 84/112 (75.0%) for the same endpoint and arm. Recorded as printed; the source does not reconcile the two (different underlying analysis tables and data cuts)."
TMSR722,TOLG066,clinical,human,patient_cohort,plasma,systemic_dose,300,mg,66wk,immunogenicity,serum_IgG_above_ULN,20.6,pct_subjects,increase,20.6pct_vs_7.7pct_placebo,1,FALSE,human_clinical,workflow:FDA NDA 211172 211172Orig1s000MedR.pdf,FDA NDA 211172 211172Orig1s000MedR.pdf,"Clinical Safety Review sec 8.5.1 'Antiplatelet antibody testing in inotersen clinical studies' (PDF p154), citing Study CS2 CSR Table 4.40",public_domain,ADJACENT-HAEMATOLOGY CONTEXT ROW (is_platelet_specific=FALSE). Proposed mechanism for antiplatelet antibody emergence: increased B lymphocyte levels. Inotersen subjects had IgG above ULN at any time post-baseline in 20.6% vs 7.7% placebo.
TMSR723,TOLG066,clinical,human,patient_cohort,plasma,systemic_dose,300,mg,66wk,immunogenicity,serum_IgM_above_ULN,44.4,pct_subjects,increase,44.4pct_vs_0pct_placebo,1,FALSE,human_clinical,workflow:FDA NDA 211172 211172Orig1s000MedR.pdf,FDA NDA 211172 211172Orig1s000MedR.pdf,"Clinical Safety Review sec 8.5.1 'Antiplatelet antibody testing in inotersen clinical studies' (PDF p154), citing Study CS2 CSR Table 4.40",public_domain,"ADJACENT-HAEMATOLOGY CONTEXT ROW. IgM above ULN post-baseline 44.4% inotersen vs 0% placebo - the largest immunoglobulin imbalance reported, supporting a polyclonal B-cell activation mechanism upstream of antiplatelet antibody formation."
TMSR724,TOLG066,clinical,human,patient_cohort,blood,systemic_dose,300,mg,"CS2+CS3, cut 15-Sep-2017",clinical_outcome,dose_interruption_for_platelet_lt75,27,n_subjects,decrease,TBD,2,TRUE,human_clinical,workflow:FDA NDA 211172 211172Orig1s000MedR.pdf,FDA NDA 211172 211172Orig1s000MedR.pdf,Clinical Safety Review sec 8.5.1 'Continued inotersen dosing in subjects with thrombocytopenia' (PDF p162) and Table 35 (PDF p163),public_domain,"'In Studies CS2 and CS3, a total of 27 subjects paused dosing for platelet counts <75 x10^9/L, and dosing remained paused until the platelet count recovered to at least 100 x10^9/L.' Table 35 lists all 27 by subject (14 CS2, 6 CS3 inotersen-inotersen, 7 CS3 placebo-inotersen). Grade 2 per rubric: dose interruption required. Denominator not stated as a percentage in the source, so value is the subject count."
TMSR725,TOLG066,clinical,human,patient_cohort,blood,systemic_dose,300,mg,3d (after 3 loading doses in week 1),platelet_count,platelet_count_change_from_baseline,-19.00,10^9/L,decrease,TBD,1,TRUE,human_clinical,workflow:FDA NDA 211172 211172Orig1s000MedR.pdf,FDA NDA 211172 211172Orig1s000MedR.pdf,"Clinical Safety Review sec 8.5.1 'Time course of platelet changes', footnote 67 (PDF p152)",public_domain,"Study CS2 Day 3. Median (interquartile range) change from baseline -19.00 (-28.75, -9.50) x10^9/L. Reviewer: transient loading-dose effect, 'not clinically significant', 'consistent with a short-term effect of inotersen on platelets that is correlated with plasma inotersen levels'. Peak plasma levels reached 1.5-4 h post-dose; conc falls >90% from Cmax by 24 h."
TMSR726,TOLG066,clinical,human,patient_cohort,blood,systemic_dose,300,mg,5d (after 3 loading doses in week 1),platelet_count,platelet_count_change_from_baseline,-25.50,10^9/L,decrease,TBD,1,TRUE,human_clinical,workflow:FDA NDA 211172 211172Orig1s000MedR.pdf,FDA NDA 211172 211172Orig1s000MedR.pdf,"Clinical Safety Review sec 8.5.1 'Time course of platelet changes', footnote 68 (PDF p152)",public_domain,"Study CS2 Day 5. Median (IQR) change from baseline -25.50 (-42.25, -11.50) x10^9/L. Maximum of the acute loading-dose decline."
TMSR727,TOLG066,clinical,human,patient_cohort,blood,systemic_dose,300,mg,15d,platelet_count,platelet_count_change_from_baseline,25.75,10^9/L,increase,TBD,0,TRUE,human_clinical,workflow:FDA NDA 211172 211172Orig1s000MedR.pdf,FDA NDA 211172 211172Orig1s000MedR.pdf,"Clinical Safety Review sec 8.5.1 'Time course of platelet changes', footnote 69 (PDF p153)",public_domain,"Study CS2 Day 15 (Week 3). Median (IQR) change from baseline +25.75 (7.75, 54.00) x10^9/L, i.e. a net INCREASE. Text: 'Most subjects' platelet counts increased to baseline or higher by Study Day 15'. Graded 0: full recovery of the acute loading-dose decline, no persisting platelet signal at this timepoint. Demonstrates the acute effect is reversible and distinct from the later chronic decline."
TMSR728,TOLG066,clinical,human,patient_cohort,blood,systemic_dose,300,mg,66wk,platelet_count,uninterpretable_platelet_count_clumping,23,pct_subjects,increase,23pct_vs_13pct_placebo,1,TRUE,human_clinical,workflow:FDA NDA 211172 211172Orig1s000MedR.pdf,FDA NDA 211172 211172Orig1s000MedR.pdf,Clinical Safety Review sec 8.5.1 'Uninterpretable platelet counts due to platelet clumping' (PDF p165),public_domain,"Study CS2: 26 of 112 (23%) inotersen subjects had at least 1 clumped platelet sample vs 8 of 60 (13%) placebo. Mechanism proposed: reaction between antiplatelet antibodies and EDTA. Clinically material - in 2 of the 3 severe <25 x10^9/L cases (one fatal) clumped samples delayed diagnosis and treatment. Graded 1: analytical interference, not itself a platelet count reduction."
TMSR729,TOLG066,clinical,human,patient_cohort,blood,systemic_dose,300,mg,66wk,platelet_count,uninterpretable_platelet_count_clumping_in_antibody_positive,7,n_subjects,increase,7_of_9_antibody_positive_vs_1_of_6_baseline_positive,1,TRUE,human_clinical,workflow:FDA NDA 211172 211172Orig1s000MedR.pdf,FDA NDA 211172 211172Orig1s000MedR.pdf,Clinical Safety Review sec 8.5.1 'Uninterpretable platelet counts due to platelet clumping' (PDF p165),public_domain,"'In Study CS2, 7 of the 9 inotersen subjects with treatment-emergent positive antiplatelet antibody testing had at least 1 clumped platelet sample. One of the 6 inotersen subjects with baseline positive antiplatelet antibody testing also had a clumped platelet sample.' Links clumping to treatment-emergent antibody status."
TMSR730,TOLG066,clinical,human,patient_cohort,blood,systemic_dose,150-160,mg,CS2+CS3 post-dose-pause rechallenge,clinical_outcome,reduced_dose_rechallenge_after_platelet_pause,12,n_subjects,decrease,12_reduced_dose_vs_18_full_dose_of_the_27_paused,2,TRUE,human_clinical,workflow:FDA NDA 211172 211172Orig1s000MedR.pdf,FDA NDA 211172 211172Orig1s000MedR.pdf,"Clinical Safety Review sec 8.5.1 (PDF p162) and Table 35 (PDF p163), cols 'Number of Reduced Doses after First Dose Pause' / 'Reduced Dose Regimen'",public_domain,"REDUCED-DOSE BAND ROW. Of the 27 subjects who paused for platelets <75 x10^9/L: 18 resumed the full 300 mg weekly dose, of whom 6 could not maintain full dosing (received <10 full doses); 12 received reduced regimens, 'usually approximately half the full inotersen dose (150-160 mg) every week'. Regimens printed in Table 35 include 160 mg/week, 150 mg/week, 150 mg every 2 weeks, 160 mg every 2 weeks, and 80 mg/week or 80 mg every 2 weeks in one subject. Reviewer comment: 'The efficacy of these reduced doses has not been established in clinical studies.'"
TMSR731,TOLG066,clinical,human,patient_cohort,blood,systemic_dose,300,mg,CS2+CS3,platelet_count,rapid_platelet_fall_ge100_to_lt75_within_1_2_weeks,11,n_subjects,decrease,TBD,2,TRUE,human_clinical,workflow:FDA NDA 211172 211172Orig1s000MedR.pdf,FDA NDA 211172 211172Orig1s000MedR.pdf,Clinical Safety Review sec 8.5.1 (PDF p164),public_domain,"'In Studies CS2 and CS3, 11 subjects had a fall in platelet count from >=100 x10^9/L to a platelet count <75 x10^9/L within 1-2 weeks.' Two further subjects with 3-day transient drops were explicitly excluded as laboratory errors. Basis for the reviewer's conclusion that 2-weekly monitoring with weekly dosing would leave patients dosed with undetected low counts."
TMSR732,TOLG066,clinical,human,patient_cohort,blood,systemic_dose,300,mg,1wk (interval between measurements),platelet_count,platelet_count,40,10^9/L,decrease,fell_from_100_to_40_in_one_week,3,TRUE,human_clinical,workflow:FDA NDA 211172 211172Orig1s000MedR.pdf,FDA NDA 211172 211172Orig1s000MedR.pdf,"Clinical Safety Review sec 8.5.1 (PDF p164), worked example citing Study CS2 CSR p.3682 (footnote 90)",public_domain,"Named CS2 subject (identity redacted): 'had a platelet count reduction from 100 x10^9/L to 40 x10^9/L in one week; dosing was stopped, and the next weekly platelet count improved.' Grade 3 on absolute value <50 x10^9/L. Illustrates the rate of decline that the boxed-warning monitoring schedule was designed around."
TMSR733,TOLG066,clinical,human,patient_cohort,plasma,systemic_dose,300,mg,66wk,immunogenicity,anti-platelet_antibody,100,pct_subjects,increase,9_of_9_inotersen_vs_0_of_60_placebo,3,TRUE,human_clinical,workflow:FDA NDA 211172 211172Orig1s000MedR.pdf,FDA NDA 211172 211172Orig1s000MedR.pdf,Clinical Safety Review sec 8.5.1 narrative preceding Table 31 (PDF p155),public_domain,"Verbatim: 'In Study CS2, all 9 inotersen subjects who developed treatment-emergent positive antiplatelet antibodies developed treatment-emergent thrombocytopenia'. 9/9 = 100% penetrance of thrombocytopenia given seroconversion. Zero placebo subjects developed treatment-emergent antiplatelet antibodies (Table 31, N=0)."
TMSR734,TOLG066,clinical,human,patient_cohort,plasma,systemic_dose,300,mg,CS2+CS3,immunogenicity,anti-platelet_antibody,56.5,pct_subjects,increase,TBD,3,TRUE,human_clinical,workflow:FDA NDA 211172 211172Orig1s000MedR.pdf,FDA NDA 211172 211172Orig1s000MedR.pdf,Clinical Safety Review sec 8.5.1 narrative preceding Table 32 (PDF p155),public_domain,"'Thirteen of 23 (56.5%) of subjects with a nadir platelet count <75 x10^9/L had a treatment-emergent positive antiplatelet antibody test result shortly before or at a time of platelet decline.' Grade 3 (antibody-associated immune thrombocytopenia). Converse noted on PDF p157: approximately half of subjects with nadir <75 had NO positive antibody test, so a non-immune mechanism also contributes."
TMSR735,TOLG066,clinical,human,patient_cohort,blood,systemic_dose,300,mg,"CS2+CS3, cut 28-Mar-2017/28-Feb-2017",platelet_count,platelet_count_lt75_incidence,15.1,pct_incidence,decrease,15.1pct_vs_0pct_placebo_CS2,2,TRUE,human_clinical,workflow:FDA NDA 211172 211172Orig1s000MedR.pdf,FDA NDA 211172 211172Orig1s000MedR.pdf,Clinical Safety Review sec 8.5.1 narrative preceding Table 32 (PDF p155),public_domain,"Verbatim: 'In Studies CS2 and CS3, 23 of 152 (15.1%) inotersen subjects had treatment-emergent moderate to severe thrombocytopenia with a nadir platelet count <75 x10^9/L. (In Study CS2, no placebo-treated subjects had a nadir platelet count <75 x10^9/L.)' Denominator 152 here vs 161 in Table 24 (31/161 = 19.2%) - different data cut-offs. Both recorded."
TMSR736,TOLG066,clinical,human,patient_cohort,NA,systemic_dose,300,mg,CS3 open-label extension,clinical_outcome,bleeding_event,22.8,pct_incidence,increase,TBD,1,FALSE,human_clinical,workflow:FDA NDA 211172 211172Orig1s000MedR.pdf,FDA NDA 211172 211172Orig1s000MedR.pdf,"Clinical Safety Review sec 8.5.6 'Hemorrhages' (PDF p193), citing Summary of Clinical Safety Table 99 (footnote 148)",public_domain,"ADJACENT AGGREGATE ROW. 'In Study CS3, hemorrhage adverse events were generally similar to those seen in Study CS2 and occurred in 22.8% of Study CS3 subjects.' No concurrent control in the open-label extension -> effect_vs_control TBD."
TMSR737,TOLG066,clinical,human,patient_cohort,NA,systemic_dose,300,mg,CS2+CS3,clinical_outcome,bleeding_event,1.2,pct_incidence,increase,TBD,3,FALSE,human_clinical,workflow:FDA NDA 211172 211172Orig1s000MedR.pdf,FDA NDA 211172 211172Orig1s000MedR.pdf,"Clinical Safety Review Table 10 (PDF p121), PT 'Haemorrhage intracranial', col 'All (CS2 and CS3) Inotersen Subjects (N=161)'",public_domain,2/161 pooled. is_platelet_specific=FALSE because the source states the SECOND case was NOT thrombocytopenia-mediated: a CS3 subarachnoid haemorrhage at Week 24 in a subject on dabigatran with INR >2.5. Only the first case is attributable to immune thrombocytopenia.
TMSR738,TOLG066,clinical,human,patient_cohort,NA,systemic_dose,300,mg,66wk,clinical_outcome,bleeding_event,0.9,pct_incidence,increase,0.9pct_vs_0pct_placebo,3,TRUE,human_clinical,workflow:FDA NDA 211172 211172Orig1s000MedR.pdf,FDA NDA 211172 211172Orig1s000MedR.pdf,"Clinical Safety Review Table 10 (PDF p121), PT 'Haemorrhage intracranial', col 'Study CS2 Inotersen Subjects (N=112)'",public_domain,Serious adverse event. 1/112 inotersen vs 0/60 placebo in CS2. Text: 'The Study CS2 SAE of Haemorrhage intracranial occurred as a result of severe immune thrombocytopenia related to inotersen.'
TMSR739,TOLG066,clinical,human,patient_cohort,blood,systemic_dose,300,mg,CS2+CS3,clinical_outcome,permanent_discontinuation_for_thrombocytopenia,1.9,pct_incidence,decrease,TBD,3,TRUE,human_clinical,workflow:FDA NDA 211172 211172Orig1s000MedR.pdf,FDA NDA 211172 211172Orig1s000MedR.pdf,"Clinical Safety Review Table 15 (PDF p127), PT 'Thrombocytopenia', col 'All (CS2 and CS3) Inotersen Subjects N=161'",public_domain,3/161 pooled inotersen subjects permanently discontinued for PT Thrombocytopenia.
TMSR740,TOLG066,clinical,human,patient_cohort,blood,systemic_dose,300,mg,66wk,clinical_outcome,permanent_discontinuation_for_thrombocytopenia,1.8,pct_incidence,decrease,1.8pct_vs_0pct_placebo,3,TRUE,human_clinical,workflow:FDA NDA 211172 211172Orig1s000MedR.pdf,FDA NDA 211172 211172Orig1s000MedR.pdf,"Clinical Safety Review Table 15 (PDF p127), SOC 'Blood and Lymphatic System Disorders', PT 'Thrombocytopenia', col 'Study CS2 Inotersen N=112'",public_domain,2/112 inotersen vs 0/60 placebo permanently discontinued study drug for PT Thrombocytopenia. Grade 3 per rubric (treatment discontinuation).
TMSR741,TOLG066,clinical,human,patient_cohort,blood,systemic_dose,300,mg,CS2+CS3,clinical_outcome,permanent_discontinuation_for_platelet_count_decreased,1.2,pct_incidence,decrease,1.2pct_vs_0pct_placebo_CS2,3,TRUE,human_clinical,workflow:FDA NDA 211172 211172Orig1s000MedR.pdf,FDA NDA 211172 211172Orig1s000MedR.pdf,"Clinical Safety Review Table 15 (PDF p127), SOC 'Investigations', PT 'Platelet count decreased', col 'All (CS2 and CS3) Inotersen Subjects N=161'",public_domain,"2/161 pooled (CS2 alone: 1/112 = 0.9%, placebo 0/60). Separate PT from 'Thrombocytopenia'; combining the two PTs gives 5/161 permanent discontinuations attributable to platelet decline."
