measurement_id,oligo_id,study_type,species,system_model,tissue,delivery_method,dose_or_conc_value,dose_or_conc_unit,exposure_duration,readout_category,readout_name,readout_value,readout_unit,effect_direction,effect_vs_control,thrombocytopenia_grade,is_platelet_specific,subject_class,source_id,source_ref,source_table,redistribution,notes
TMSR688,TOLG068,animal_invivo,rat,rat_invivo,blood,systemic_dose,>=15,mg/kg,26wk,platelet_count,platelet_count,TBD,NA,decrease,TBD,1,TRUE,animal_in_vivo,workflow:EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EP,EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EPAR public assessment report,"p24, section 2.3.4 Toxicology, subheading 'Platelet declines and thrombocytopenia'",public_domain,"Verbatim: 'in rats, mild reductions were determined at >=15 mg/kg/week inotersen with compensatory increased megakaryopoiesis'. No numeric magnitude given in this source, so readout_value is TBD. Graded 1 (explicitly 'mild')."
TMSR689,TOLG068,animal_invivo,monkey,cynomolgus_invivo,blood,systemic_dose,3,mg/kg,39wk,platelet_count,platelet_count,TBD,NA,decrease,1 of the male monkeys in this dose group affected,1,TRUE,animal_in_vivo,workflow:EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EP,EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EPAR public assessment report,"p24, section 2.3.4 Toxicology, subheading 'Platelet declines and thrombocytopenia'",public_domain,"Verbatim: 'In monkeys, platelet counts were reduced after chronic administration in one male monkey of the 3 mg/kg/week low dose group'. Chronic monkey study = 39 weeks (p23). No severity band or absolute count given for this animal, so graded 1 (reduction reported without severe qualifier); N affected not expressed as a denominator in the source."
TMSR690,TOLG068,animal_invivo,monkey,cynomolgus_invivo,blood,systemic_dose,6,mg/kg,39wk,platelet_count,platelet_count,TBD,NA,decrease,1 male and 1 female in this dose group affected,1,TRUE,animal_in_vivo,workflow:EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EP,EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EPAR public assessment report,"p24, section 2.3.4 Toxicology, subheading 'Platelet declines and thrombocytopenia'",public_domain,Verbatim: 'platelet counts were reduced ... [in] 1 male and 1 female injected with 6 mg/kg/week'. Dose-band backbone row of the monkey chronic study.
TMSR691,TOLG068,animal_invivo,monkey,cynomolgus_invivo,blood,systemic_dose,10,mg/kg,39wk,platelet_count,platelet_count,TBD,NA,decrease,1 female in this dose group affected,1,TRUE,animal_in_vivo,workflow:EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EP,EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EPAR public assessment report,"p24, section 2.3.4 Toxicology, subheading 'Platelet declines and thrombocytopenia'",public_domain,Verbatim: '...and in 1 female of the 10 mg/kg/week group'. Distinct from the severe-thrombocytopenia male at the same dose (separate row).
TMSR692,TOLG068,animal_invivo,monkey,cynomolgus_invivo,blood,systemic_dose,10,mg/kg,11-13wk (within 39wk chronic study),platelet_count,platelet_nadir,<10,10^9/L,decrease,~90% decrease from baseline,3,TRUE,animal_in_vivo,workflow:EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EP,EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EPAR public assessment report,"p24, section 2.3.4 Toxicology, subheading 'Platelet declines and thrombocytopenia'",public_domain,"Verbatim: 'Severe thrombocytopenia (platelet counts <10x10^3/ul; ~90 % platelet decrease from baseline) was evident between 11 and 13 weeks in two male monkeys administered 10 and 20 mg/kg/week inotersen, respectively.' This row = the 10 mg/kg/week male. Grade 3 (<25 x10^9/L, animal prematurely euthanised for bruising/petechiae)."
TMSR693,TOLG068,animal_invivo,monkey,cynomolgus_invivo,blood,systemic_dose,20,mg/kg,11-13wk (within 39wk chronic study),platelet_count,platelet_nadir,<10,10^9/L,decrease,~90% decrease from baseline,3,TRUE,animal_in_vivo,workflow:EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EP,EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EPAR public assessment report,"p24, section 2.3.4 Toxicology, subheading 'Platelet declines and thrombocytopenia'",public_domain,This row = the 20 mg/kg/week male of the same sentence. Grade 3.
TMSR694,TOLG068,animal_invivo,monkey,cynomolgus_invivo,blood,systemic_dose,20,mg/kg,39wk (with dose interruption and resumption),platelet_count,platelet_count_on_rechallenge,TBD,NA,decrease,"recovered on suspension, fell to even lower levels on resumption",3,TRUE,animal_in_vivo,workflow:EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EP,EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EPAR public assessment report,"p24-25, section 2.3.4 Toxicology, subheading 'Platelet declines and thrombocytopenia'",public_domain,"Verbatim: 'Platelet counts recovered when the dosing of the high dose animal was temporarily suspended, but dropped again to even lower levels when the treatment was resumed.' Animal-model analogue of the clinical re-initiation signal. No numeric values given."
TMSR695,TOLG068,animal_invivo,multi_species,mouse_invivo;rat_invivo;cynomolgus_invivo,bone_marrow,systemic_dose,up to highest dose tested,mg/kg,26wk (mouse/rat); 39wk (monkey),histopathology,bone_marrow_cytotoxicity,0,n_findings,no_change,no cytotoxicity vs control,0,FALSE,multi_species,workflow:EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EP,EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EPAR public assessment report,"p25, section 2.3.4 Toxicology, 'Platelet declines and thrombocytopenia'",public_domain,"Verbatim: 'No cytotoxicity was noted up to the highest dosages in the bone marrow or other haematopoietic centres.' Explicit negative that excludes a marrow-production mechanism for the platelet decline. Adjacent-haematology context row (is_platelet_specific FALSE) - it is a marrow histopathology readout, not a platelet readout."
TMSR696,TOLG068,animal_invivo,monkey,cynomolgus_invivo,plasma,systemic_dose,6,mg/kg,39wk,immunogenicity,anti-PF4_IgG,2,n_animals_positive,increase,elevated only in these 2 of the analysed subset,1,TRUE,animal_in_vivo,workflow:EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EP,EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EPAR public assessment report,"p25, section 2.3.4 Toxicology, 'Platelet declines and thrombocytopenia' (anti-PF4 antibody subset analysis)",public_domain,Anti-PF4 IgG elevated in exactly the two 6 mg/kg/week monkeys with moderate platelet falls (to 124 and 141 x10^9/L) and NOT in the two prematurely sacrificed severely thrombocytopenic monkeys. Graded 1: the antibody accompanied only a mild/moderate (>=100 x10^9/L) decline. Denominator of the analysed subset is not stated in the source.
TMSR697,TOLG068,animal_invivo,monkey,cynomolgus_invivo,blood,systemic_dose,6,mg/kg,39wk,platelet_count,platelet_nadir,124,10^9/L,decrease,from 400 x10^3/uL baseline (-69%),1,TRUE,animal_in_vivo,workflow:EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EP,EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EPAR public assessment report,"p25, section 2.3.4 Toxicology, 'Platelet declines and thrombocytopenia' (anti-PF4 antibody subset analysis)",public_domain,"Verbatim: 'anti-PF4 IgG antibodies were only elevated in two monkeys with platelet reductions from 400x10^3/ul to either 124x10^3/ul, or 141x10^3/ul (monkeys of the 6 mg/kg/week group)'. x10^3/uL == x10^9/L. Nadir remains >=100 x10^9/L, hence grade 1."
TMSR698,TOLG068,animal_invivo,monkey,cynomolgus_invivo,plasma,systemic_dose,10;20,mg/kg,39wk,immunogenicity,anti-platelet_antibody,2,n_animals_positive,increase,anti-platelet IgG + IgM together with anti-PF4 IgM elevated; anti-PF4 IgG NOT elevated,3,TRUE,animal_in_vivo,workflow:EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EP,EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EPAR public assessment report,"p25, section 2.3.4 Toxicology, 'Platelet declines and thrombocytopenia' (antibody profile paragraph)",public_domain,Verbatim: 'a combination of increased anti-platelet IgG and IgM together with anti-PF4 IgM antibodies were elevated in the two prematurely euthanized monkeys'. Grade 3: antibody profile concomitant with platelet counts <10 x10^9/L. Note also that anti-inotersen (ADA) status did not explain the effect - one severely thrombocytopenic monkey was ADA-negative while several ADA-positive monkeys had normal platelets (p25).
TMSR699,TOLG068,animal_invivo,monkey,cynomolgus_invivo,blood,systemic_dose,TBD,mg/kg,39wk,platelet_count,platelet_count,~230,10^9/L,decrease,moderate decrease despite the same anti-platelet IgG/IgM + anti-PF4 IgM profile as the euthanised animals,1,TRUE,animal_in_vivo,workflow:EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EP,EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EPAR public assessment report,"p25, section 2.3.4 Toxicology, 'Platelet declines and thrombocytopenia' (antibody profile paragraph)",public_domain,"Verbatim: 'the analytic results of another monkey with the same antibody profile and only moderate platelet decreases (platelet counts ~230x10^3/ul) suggests that antibodies against other platelet surface epitopes are additionally involved.' Dose group NOT stated for this animal => dose TBD. Count >=100 x10^9/L => grade 1. Key dissociation row: identical antibody profile, no severe thrombocytopenia."
TMSR700,TOLG068,animal_invivo,multi_species,mouse_invivo;rat_invivo;cynomolgus_invivo,blood,systemic_dose,TBD,mg/kg,13-39wk (subchronic and chronic),viability,red_blood_cell_count,TBD,NA,decrease,mild reduction; compensated by increased splenic/marrow haematopoiesis in mice and rats,0,FALSE,multi_species,workflow:EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EP,EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EPAR public assessment report,"p25, section 2.3.4 Toxicology, subheading 'Haematological alterations'",public_domain,"Adjacent-haematology context row (anaemia), kept per task instruction, flagged is_platelet_specific FALSE. Grade 0 because no platelet signal is carried by this readout. Comparable effects seen with the rat-specific analogue ISIS 594799, i.e. sequence-independent."
TMSR701,TOLG068,animal_invivo,monkey,cynomolgus_invivo,NA,systemic_dose,10;20,mg/kg,11-13wk (within 39wk chronic study),clinical_outcome,bleeding_event,2,n_animals,increase,bruising and petechiae; both animals prematurely euthanised,3,TRUE,animal_in_vivo,workflow:EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EP,EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EPAR public assessment report,"p25, section 2.3.4 Toxicology, subheading 'Platelet declines and thrombocytopenia' (first paragraph)",public_domain,"Verbatim: 'In view of bruising and petechiae, both monkeys were prematurely euthanized.' Haemorrhagic signs directly attributable to platelet counts <10 x10^9/L => grade 3. Row covers both animals (10 and 20 mg/kg/week) because the source reports the finding jointly."
TMSR702,TOLG068,clinical,human,patient_cohort,blood,systemic_dose,300,mg,"open-label extension CS3 (stage 3 progressors, previously placebo in CS2)",clinical_outcome,thrombocytopenia_incidence,66.7,pct_incidence,increase,"4 of 6 subjects with thrombocytopenia TEAE, plus 1 further subject with decreased platelet count",2,TRUE,human_clinical,workflow:EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EP,EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EPAR public assessment report,"p85, section 2.5 Clinical efficacy (safety data for the six CS2 placebo patients who progressed to Disease Stage 3)",public_domain,"Verbatim: 'For 4 of these patients thrombocytopenia was recorded as a TEAE and for 1 patient decreased platelet count was observed, while these patients were on treatment with inotersen.' 4/6 = 66.7% computed from the counts given (the source prints counts, not a percentage). Very small subgroup (n=6) with heavy dose-pausing; p86 notes that patients who progressed to stage 3 did not complete treatment due to thrombocytopenia and other TEAEs. Graded 2."
TMSR703,TOLG068,clinical,human,patient_cohort,blood,systemic_dose,0,mg,65wk (study CS2),clinical_outcome,dose_hold_for_platelet_count_below_75,0,pct_incidence,no_change,"placebo comparator arm, zero events",0,TRUE,human_clinical,workflow:EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EP,EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EPAR public assessment report,"p88, section 2.6 Clinical safety (dose holds paragraph)",public_domain,EXPLICIT ZERO row - PLACEBO ARM (dose 0). No placebo subject ever met the <75 x10^9/L stopping rule. Had events occurred in this band the row would have carried grade 2. Retained as evidence per schema.
TMSR704,TOLG068,clinical,human,patient_cohort,blood,systemic_dose,300,mg,65wk (study CS2),clinical_outcome,dose_hold_for_platelet_count_below_75,11,pct_incidence,increase,11pct_vs_0pct_placebo,2,TRUE,human_clinical,workflow:EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EP,EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EPAR public assessment report,"p88, section 2.6 Clinical safety (dose holds paragraph: 'holds due to platelet stopping rule (<75 x 10^9/L; inotersen 11% vs. placebo 0%)')",public_domain,"Protocol stopping rule: platelet count <75 x10^9/L required pausing doses until recovery to >100 x10^9/L. Graded 2 (dose interruption for a platelet count in/below the 50-99 band). NOTE a small source-internal variation: p93, p113 and p128 give 'approximately 10%' for CS2 for the same rule; p88's 11% is the dose-hold figure recorded here."
TMSR705,TOLG068,clinical,human,patient_cohort,blood,systemic_dose,300,mg,65wk (study CS2),clinical_outcome,anaemia_incidence,13.4,pct_incidence,increase,13.4pct_vs_3.3pct_placebo,0,FALSE,human_clinical,workflow:EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EP,EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EPAR public assessment report,"p90, section 2.6 Clinical safety, 'Adverse events' (most common on-study TEAEs by preferred term, CS2)",public_domain,"Adjacent-haematology context row (is_platelet_specific FALSE). Grade 0 - carries no platelet signal. Together with thrombocytopenia it drove the Blood and Lymphatic System Disorders SOC difference (6.7% placebo vs 27.7% inotersen, p89)."
TMSR706,TOLG068,clinical,human,patient_cohort,blood,systemic_dose,0,mg,65wk (study CS2),clinical_outcome,anaemia_incidence,3.3,pct_incidence,no_change,placebo comparator arm,0,FALSE,human_clinical,workflow:EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EP,EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EPAR public assessment report,"p90, section 2.6 Clinical safety, 'Adverse events' (most common on-study TEAEs by preferred term, CS2)",public_domain,PLACEBO ARM - dose 0. Adjacent-haematology denominator row.
TMSR707,TOLG068,clinical,human,patient_cohort,blood,systemic_dose,300,mg,65wk (study CS2),platelet_count,platelet_count_decreased_TEAE_incidence,10.7,pct_incidence,increase,10.7pct_vs_0pct_placebo,1,TRUE,human_clinical,workflow:EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EP,EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EPAR public assessment report,"p90, section 2.6 Clinical safety, 'Adverse events' (most common on-study TEAEs by preferred term, CS2)",public_domain,Investigations-SOC preferred term 'platelet count decreased'. Graded 1 (laboratory-abnormality term; mean platelet counts in the inotersen group remained within the normal range over CS2 per p133 Effects Table); the severe subset is captured by the separate Grade 3/4 rows. The higher Investigations-SOC TEAE frequency for inotersen was 'mainly driven by TEAEs of platelet count decreased' (p90).
TMSR708,TOLG068,clinical,human,patient_cohort,blood,systemic_dose,0,mg,65wk (study CS2),platelet_count,platelet_count_decreased_TEAE_incidence,0,pct_incidence,no_change,"placebo comparator arm, zero events",0,TRUE,human_clinical,workflow:EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EP,EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EPAR public assessment report,"p90, section 2.6 Clinical safety, 'Adverse events' (most common on-study TEAEs by preferred term, CS2)",public_domain,"EXPLICIT ZERO row (0% of 60 placebo subjects), retained as evidence per schema. PLACEBO ARM - dose 0. Had events occurred in this band the row would have carried grade 1."
TMSR709,TOLG068,clinical,human,patient_cohort,blood,systemic_dose,300,mg,65wk (study CS2),clinical_outcome,thrombocytopenia_incidence,13.4,pct_incidence,increase,13.4pct_vs_1.7pct_placebo,2,TRUE,human_clinical,workflow:EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EP,EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EPAR public assessment report,"p90, section 2.6 Clinical safety, 'Adverse events' (most common on-study TEAEs by preferred term, CS2)",public_domain,Preferred term 'thrombocytopenia' alone (the separate PT 'platelet count decreased' is a distinct row). N=112 inotersen / 60 placebo. Graded 2: most events mild-moderate but the AESI required protocolised monitoring and dose interruption; the Grade 3/4 subset is carried in separate grade-3 rows. Drug-related thrombocytopenia specifically: 11% inotersen vs 1.7% placebo (p90).
TMSR710,TOLG068,clinical,human,patient_cohort,blood,systemic_dose,0,mg,65wk (study CS2),clinical_outcome,thrombocytopenia_incidence,1.7,pct_incidence,no_change,placebo comparator arm,1,TRUE,human_clinical,workflow:EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EP,EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EPAR public assessment report,"p90, section 2.6 Clinical safety, 'Adverse events' (most common on-study TEAEs by preferred term, CS2)",public_domain,"PLACEBO ARM ROW - dose_or_conc_value = 0 (canonical filter). Graded 1, not 2: p112 states 'Only one TEAE was reported in a placebo-treated subject' and p88 records 0% of placebo subjects had a platelet stopping-rule dose hold, so no intervention was triggered in the control arm."
TMSR711,TOLG068,clinical,human,patient_cohort,blood,systemic_dose,300,mg,"longitudinal safety set (CS2 + CS3), cut-off 28 Feb 2017",clinical_outcome,discontinuation_for_thrombocytopenia,5.4,pct_incidence,increase,4 subjects in CS2 (incl. 1 death) + 2 subjects in CS3; 0 on placebo,3,TRUE,human_clinical,workflow:EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EP,EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EPAR public assessment report,"p92, section 2.6 Clinical safety, AESI 'Thrombocytopenia' (also p88 'thrombocytopenia in four patients' and p128 section 3.4)",public_domain,"Grade 3 per rubric: treatment discontinuation for a platelet event. p88 identifies thrombocytopenia as one of only two AESIs causing SAE-driven discontinuation (the other being glomerulonephritis, 2 patients). NOTE A SOURCE-INTERNAL DISCREPANCY: p110 gives 4.5% for 'discontinuations due to AEs of thrombocytopenia and platelet count decreased in the longitudinal safety set', whereas p92 and p128 give 5.4%; 5.4% is used here as the figure repeated in both the AESI section and the Unfavourable-effects summary."
TMSR712,TOLG068,clinical,human,patient_cohort,blood,systemic_dose,0,mg,65wk (study CS2),clinical_outcome,thrombocytopenia_incidence,1.7,pct_incidence,no_change,placebo comparator arm,1,TRUE,human_clinical,workflow:EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EP,EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EPAR public assessment report,"p92, section 2.6 Clinical safety, AESI 'Thrombocytopenia' (and p133 Effects Table row 'Thrombocytopenia', control column)",public_domain,"PLACEBO ARM comparator denominator for the composite AESI - dose 0. Graded 1 (single event, no intervention)."
TMSR713,TOLG068,clinical,human,patient_cohort,blood,systemic_dose,300,mg,65wk (study CS2),clinical_outcome,thrombocytopenia_incidence,24.1,pct_incidence,increase,24.1pct_vs_1.7pct_placebo,2,TRUE,human_clinical,workflow:EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EP,EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EPAR public assessment report,"p92, section 2.6 Clinical safety, AESI 'Thrombocytopenia' (confirmed p112 as 27 of 112 subjects; and p133 Effects Table row 'Thrombocytopenia')",public_domain,"COMPOSITE AESI = thrombocytopenia PT + platelet count decreased PT, the headline safety number of the dossier. 27/112 inotersen vs 1/60 placebo. Graded 2 (most events mild-moderate; monitoring/dose interruption required); Grade 3/4 subset carried separately."
TMSR714,TOLG068,clinical,human,patient_cohort,blood,systemic_dose,300,mg,Week 77 to Week 151 of treatment (study CS3),clinical_outcome,grade3_4_thrombocytopenia_incidence,5,n_subjects,increase,"5 additional subjects (4 Grade 3, 1 Grade 4); no placebo comparator",3,TRUE,human_clinical,workflow:EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EP,EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EPAR public assessment report,"p92, section 2.6 Clinical safety, AESI 'Thrombocytopenia' (CS3 paragraph; repeated p112)",public_domain,"Late-onset severe events in the extension: 'platelet count decreases to values suspect of Grade 3 and Grade 4 thrombocytopenia were first detected in CS3 (between Week 77 and 151 of inotersen treatment)'. All 5 had been on inotersen during CS2. Denominator for CS3 = 134 exposed subjects; the source reports the count, not a percentage, so readout_unit is n_subjects."
TMSR715,TOLG068,clinical,human,patient_cohort,blood,systemic_dose,300,mg,~22 months then a further ~8 weeks (post-DLP of CS3),platelet_count,platelet_count,-80,% change from baseline,decrease,80% platelet fall within ~8 weeks,3,TRUE,human_clinical,workflow:EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EP,EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EPAR public assessment report,"p92, section 2.6 Clinical safety, AESI 'Thrombocytopenia' (last paragraph, post-DLP case)",public_domain,"Single-subject serious and severe Grade 3 event reported after the CS3 data-lock point: occasional steep drops after ~22 months of treatment that recovered without interruption, then 'further platelet decrease of 80% within ~8 weeks ... that culminated into hospitalisation and treatment with corticosteroids'. Only a single positive anti-PF4 IgM; no other antiplatelet antibodies reported for this subject."
TMSR716,TOLG068,clinical,human,patient_cohort,blood,systemic_dose,300,mg,Week 8 to Week 20 of treatment (study CS2),clinical_outcome,grade4_thrombocytopenia_incidence,2.7,pct_incidence,increase,3 of 112 inotersen subjects; 0 on placebo,3,TRUE,human_clinical,workflow:EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EP,EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EPAR public assessment report,"p92, section 2.6 Clinical safety, AESI 'Thrombocytopenia' (repeated p112, section 2.6.1)",public_domain,"CTCAE Grade 4 = platelet count <25 x10^9/L. Verbatim: 'Thrombocytopenia events Grade 4 according to CTCAE criteria were confirmed in 3 of 112 subjects (2.7%) on inotersen in CS2.' A 4th subject's Grade 4 could not be confirmed on repeat testing. Onset Week 8 - Week 20. INCIDENCE ROW GRADED ON EVENT SEVERITY (grade 3), incidence carried in readout_value."
TMSR717,TOLG068,clinical,human,patient_cohort,blood,systemic_dose,300,mg,"open-label extension CS3 (continuous inotersen, inotersen-inotersen arm)",clinical_outcome,thrombocytopenia_incidence,14.1,pct_incidence,increase,14.1pct_inotersen-inotersen_vs_26.5pct_placebo-inotersen,2,TRUE,human_clinical,workflow:EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EP,EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EPAR public assessment report,"p92, section 2.6 Clinical safety, AESI 'Thrombocytopenia' (repeated p112, section 2.6.1)",public_domain,"CS3 continuation arm: incidence FELL from 24.1% (CS2) to 14.1%, i.e. continued exposure did not increase the reporting rate. Uncontrolled single-arm extension, so effect_vs_control is the cross-arm comparison, not a placebo comparison."
TMSR718,TOLG068,clinical,human,patient_cohort,blood,systemic_dose,300,mg,65wk (study CS2),platelet_count,platelet_decrease_gt30pct_from_baseline,70.5,pct_subjects,decrease,TBD (no placebo figure given for this cut-off),1,TRUE,human_clinical,workflow:EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EP,EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EPAR public assessment report,"p93, section 2.6 Clinical safety, AESI 'Thrombocytopenia' ('Decreases by more than 30% and 50% from baseline...')",public_domain,Relative-decline band 1 of 2. Graded 1: a >30% relative fall is not by itself clinically actionable and the source gives no absolute band for this cell. No placebo comparator reported for this cut-off in the source.
TMSR719,TOLG068,clinical,human,patient_cohort,blood,systemic_dose,300,mg,65wk (study CS2),platelet_count,platelet_decrease_gt50pct_from_baseline,18,pct_subjects,decrease,TBD (no placebo figure given for this cut-off),2,TRUE,human_clinical,workflow:EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EP,EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EPAR public assessment report,"p93, section 2.6 Clinical safety, AESI 'Thrombocytopenia' ('Decreases by more than 30% and 50% from baseline...')",public_domain,"Relative-decline band 2 of 2. Graded 2 (clinically actionable magnitude, overlapping the ~10-13% of subjects who met the <75 x10^9/L dose-interruption rule). CAVEAT: the source reports only the relative fall, not the absolute nadir band, so the grade is inferred from magnitude plus the co-reported interruption rate rather than from a stated absolute count."
TMSR720,TOLG068,clinical,human,patient_cohort,blood,systemic_dose,300,mg,65wk (study CS2),clinical_outcome,duration_of_thrombocytopenia,28,weeks,increase,28 weeks in CS2 vs 41 weeks in CS3,2,TRUE,human_clinical,workflow:EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EP,EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EPAR public assessment report,"p93, section 2.6 Clinical safety, AESI 'Thrombocytopenia' ('Duration of thrombocytopenia was 28 weeks during CS2 and 41 weeks in CS3'); repeated p128",public_domain,"Persistence readout. Graded 2 (a thrombocytopenic state sustained for ~6 months, requiring ongoing monitoring)."
TMSR721,TOLG068,clinical,human,patient_cohort,blood,systemic_dose,300,mg,3 months (study CS2),platelet_count,mean_platelet_count_change_from_baseline,-20,% change from baseline,decrease,-20% from baseline,1,TRUE,human_clinical,workflow:EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EP,EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EPAR public assessment report,"p93, section 2.6 Clinical safety, AESI 'Thrombocytopenia' ('Mean decreases in platelet counts' paragraph; repeated p112)",public_domain,Time-course backbone row 1 of 4. Grade 1: gradual mean decline with mean values remaining in the normal range (p133 Effects Table). The EPAR cautions that the number of subjects contributing per week was highly variable.
TMSR722,TOLG068,clinical,human,patient_cohort,blood,systemic_dose,300,mg,"Week 2/3 (loading period, studies CS2 and CS3)",platelet_count,platelet_count,TBD,NA,increase,initial rise from baseline; reactive thrombocytosis,0,TRUE,human_clinical,workflow:EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EP,EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EPAR public assessment report,"p93, section 2.6 Clinical safety, AESI 'Thrombocytopenia' ('Of interest, an initial rise in platelet values...'; corroborated p131 section 3.5)",public_domain,"DIRECTION-REVERSED ROW, deliberately retained. Verbatim: 'an initial rise in platelet values from baseline was observed in studies CS2 and CS3 upon initiation of inotersen treatment, i.e. at Week 2/3. The cause ... was explained to be activation of the innate immune system that translated into increase in high sensitivity (hs)CRP with the first doses of inotersen and followed by reactive thrombocytosis.' p131 adds that platelet count increases were 'more frequently or solely reported during the loading period in Study CS2' and did not occur (or only to a minor extent) in CS3 where no loading dose was given. Graded 0: an increase in platelets is not a thrombocytopenia signal. No numeric magnitude is reported."
TMSR723,TOLG068,clinical,human,patient_cohort,blood,systemic_dose,150,mg,CS2 and CS3 combined,clinical_outcome,dose_reduction_required_to_maintain_platelets_above_75,8,n_subjects,decrease,8 subjects needed 150 mg vs 11 successfully reinitiated at the full 300 mg dose,2,TRUE,human_clinical,workflow:EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EP,EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EPAR public assessment report,"p93, section 2.6 Clinical safety, AESI 'Thrombocytopenia' ('the full dose of inotersen was successfully reinitiated in 11 subjects, but in 8 subjects a reduced dose (150 mg) was required')",public_domain,"DOSE-RESPONSE ROW: 8 of 19 re-initiated subjects could only be held above 75 x10^9/L at half dose (150 mg vs 300 mg), i.e. the platelet effect is dose-dependent in individual patients. Graded 2 (dose reduction)."
TMSR724,TOLG068,clinical,human,patient_cohort,blood,systemic_dose,300,mg,65wk (study CS2),clinical_outcome,duration_of_dose_interruption_for_low_platelets,4.5,weeks,increase,4.5 weeks in CS2 vs 8 weeks in CS3,2,TRUE,human_clinical,workflow:EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EP,EMA/411876/2018 (EMEA/H/C/004782) Tegsedi EPAR public assessment report,"p93, section 2.6 Clinical safety, AESI 'Thrombocytopenia' ('The overall duration of interruptions was longer in CS3 (8 weeks vs. 4.5 weeks in CS2)'); repeated p128",public_domain,Time to recover platelets to >100 x10^9/L before re-initiation. Graded 2 (dose interruption).
